MEMBER_NO,L,R,F,M,C,D
‘00055715,842,397,3,0.64204893,0.730657492,低级别
‘00055716,869,575,2,0.139368672,0.584484812,低级别
‘00055720,834,313,2,0.562537403,1,低级别
‘00055724,832,439,2,0.589902913,0.629825243,低级别
‘00055725,845,227,4,0.73550996,0.847259248,低级别
‘00055727,816,468,2,1.16967509,1,低级别
‘00055728,814,216,13,0.535479632,0.7108702,低级别
‘00055730,816,220,5,0.382893609,0.518540813,低级别
‘00055735,802,239,2,0.306876869,0.346507203,低级别
‘00055736,784,255,4,1.043307087,0.882795276,低级别
‘00055743,770,474,5,0.468229081,0.648939594,低级别
‘00055748,743,520,2,0.579552209,1.03,低级别
‘00055750,741,625,2,0.472542655,0.643339731,低级别
‘00055754,730,712,2,0.832844575,0.819187264,低级别
‘00055755,731,684,3,0.529054218,0.759008023,低级别
‘00055756,728,720,2,1.286343612,0.8,低级别
‘00055763,720,587,3,0.57881137,0.583333333,低级别
‘00055764,720,502,3,0.786390628,0.933333333,低级别
‘00055767,717,172,2,0.340322581,0.435,低级别
‘00055768,717,456,2,0.505584757,0.531504599,低级别
‘00055772,712,411,4,0.431666903,0.561241326,低级别
‘00055775,707,163,3,0.881338212,0.87558024,高级别
‘00055778,701,213,3,0.4375,0.393333333,低级别
‘00055779,696,163,12,0.733504261,0.853070658,低级别
‘00055781,694,173,16,0.626055263,0.60627644,低级别
‘00055782,692,223,2,0.42699115,0.49,低级别
‘00055783,693,339,5,0.538027374,0.59548469,低级别
‘00055784,708,177,2,0.979285714,0.92,低级别
‘00055785,691,523,5,0.741267262,0.7018684,低级别
‘00055787,690,250,10,1.124356499,0.762958494,低级别
‘00055789,686,163,5,0.929219384,1.161825018,低级别
‘00055791,680,44,2,0.533262293,0.72554879,低级别
‘00055792,680,492,3,0.805687204,1,低级别
‘00055796,683,634,3,0.31341023,0.665623908,低级别
‘00055797,673,401,3,0.572704715,0.700124069,低级别
‘00055798,669,300,5,0.46170243,0.495047606,低级别
‘00055799,669,489,2,0.864064603,0.7,低级别
‘00055801,670,206,8,0.671728229,0.731779787,低级别
‘00055805,659,460,10,0.490097847,0.507084149,低级别
‘00055807,657,652,2,0.510576923,0.6,低级别
‘00055809,684,292,3,0.605289421,0.7,低级别
‘00055810,656,295,7,0.98240825,0.877901122,低级别
‘00055811,655,247,11,0.524890125,0.6600148,低级别
‘00055814,654,621,2,0.890724269,0.876747141,低级别
‘00055818,648,476,2,1.097410604,1,低级别
‘00055819,648,256,2,0.315370798,0.659479086,低级别
‘00055822,646,214,2,0.189873418,0.33,低级别
‘00055823,661,643,3,0.406174626,0.667342016,低级别
‘00055826,637,543,2,0.463408763,0.55,低级别
‘00055827,636,269,8,0.796723155,1.400754156,低级别
‘00055830,639,372,9,0.810912512,0.967531246,低级别
‘00055833,628,494,3,0.867304493,0.806239601,低级别
‘00055842,618,205,6,1.123836793,0.701302792,低级别
‘00055846,631,380,3,0.606168183,0.664166852,低级别
‘00055848,613,111,19,0.885564863,0.885937154,低级别
‘00055851,607,32,2,0.657438613,0.78,低级别
‘00055855,602,156,2,0.6406545,0.576765261,低级别
‘00055856,601,203,5,0.669675755,0.686099853,低级别
‘00055859,599,249,5,0.670276498,0.739009217,低级别
‘00055860,596,322,4,0.84040959,0.922152847,低级别
‘00055862,606,172,17,0.520047277,0.70814665,低级别
‘00055863,594,249,4,0.46839702,0.763443884,低级别
‘00055864,593,105,2,0.526190989,0.608723863,低级别
‘00055868,678,263,3,0.857925368,0.785751455,低级别
‘00055871,586,151,11,0.341694865,0.760999706,低级别
‘00055872,585,458,5,0.681515687,0.715543936,低级别
‘00055876,581,173,2,0.419871795,0.659333333,高级别
‘00055877,581,189,6,0.467080745,0.499751553,低级别
‘00055878,580,208,18,1.028232983,0.959957037,低级别
‘00055879,580,104,15,0.521593674,0.587564303,低级别
‘00055886,568,469,3,0.426116838,0.4,低级别
‘00055889,568,567,2,0.796799401,0.85,低级别
‘00055892,651,142,17,0.678701626,0.70355265,低级别
‘00055893,556,120,2,0.499408284,0.625,低级别
‘00055894,601,598,2,0.327272727,0.658057851,低级别
‘00055897,551,493,2,0.358773646,0.4,低级别
‘00055898,549,259,4,0.443885043,0.44960772,低级别
‘00055902,539,202,6,0.33231571,0.697821183,低级别
‘00055904,577,570,2,0.475035679,0.599184652,低级别
‘00055905,536,402,2,0.432130147,0.5,低级别
‘00055906,564,145,9,0.201533057,0.505335356,低级别
‘00055910,531,258,2,1.345532831,0.72,低级别
‘00055913,532,469,3,0.500470588,0.522364706,低级别
‘00055918,523,230,2,0.249345978,0.72,低级别
‘00055923,517,127,3,0.403455285,0.373333333,低级别
‘00055926,516,230,4,0.709006417,0.703049347,低级别
‘00055927,514,324,2,0.6201849,0.575,低级别
‘00055930,510,339,3,0.516546019,0.474534643,低级别
‘00055932,509,172,9,0.869501661,0.776402658,低级别
‘00055935,507,400,2,0.647908467,0.697553957,低级别
‘00055940,495,140,10,0.539835165,0.587925137,低级别
‘00055943,494,211,2,0.535010941,0.58,低级别
‘00055944,490,267,4,0.709230033,0.677199904,低级别
‘00055945,490,286,2,0.458761375,0.6,低级别
‘00055948,489,484,2,0.583011583,0.507683398,低级别
‘00055949,488,164,2,1.34197731,0.92,低级别
‘00055950,487,290,5,0.580557868,0.593432556,低级别
‘00055952,497,177,14,0.820399591,0.822636383,低级别
‘00055953,485,255,2,0.805499857,0.906986537,低级别
‘00055954,482,237,4,0.296837782,0.363948255,低级别
‘00055958,477,200,4,0.390695984,0.652097038,低级别
‘00055964,469,94,3,0.629461859,0.731001993,低级别
‘00055969,467,89,4,0.348775486,0.494841356,低级别
‘00055971,466,81,21,0.481365589,0.699347562,低级别
‘00055973,471,280,2,0.548571429,0.64,低级别
‘00055975,472,132,7,0.793566051,0.735065024,低级别
‘00055976,492,482,2,0.515042511,1.03,低级别
‘00055978,458,122,49,0.628379158,0.792634713,低级别
‘00055980,454,419,2,0.747655203,0.726820009,低级别
‘00055984,456,135,2,0.599740933,0.731571675,低级别
‘00055991,448,207,10,0.570335238,0.746903094,低级别
‘00055994,445,155,2,0.544483986,0.63,低级别
‘00055996,442,370,3,0.613729977,0.580366133,低级别
‘00055997,442,356,3,0.413300186,0.685705407,低级别
‘00055998,443,429,2,0.434552454,0.475,低级别
‘00055999,444,340,4,0.535967702,0.614962075,低级别
‘00056003,435,395,2,0.220732505,0.625,低级别
‘00056004,436,46,2,0.862958716,0.875,低级别
‘00056020,398,274,7,0.600329193,0.622041,低级别
‘00056023,397,342,3,0.671024803,0.73020573,低级别
‘00056024,402,367,2,0.373808792,0.571672302,低级别
‘00056027,396,373,2,0.548705302,0.5,低级别
‘00056028,404,169,3,0.669886242,0.73951921,低级别
‘00056030,407,234,4,0.50548619,0.691089671,低级别
‘00056032,394,375,3,0.140543844,0.608722884,低级别
‘00056033,393,135,2,0.711446741,0.75,低级别
‘00056035,420,406,2,0.562691131,0.575,低级别
‘00056036,775,178,12,0.37805798,0.821725401,低级别
‘00056037,390,156,7,0.916308303,0.86758518,低级别
‘00056038,390,367,2,0.292877226,0.55,低级别
‘00056040,387,208,5,0.42442357,0.432,低级别
‘00056041,393,393,2,0.608108108,0.619971414,低级别
‘00056042,386,219,6,0.640997977,0.783486177,低级别
‘00056043,386,364,2,0.42946542,0.6,低级别
‘00056046,388,119,4,0.59306637,0.66769188,低级别
‘00056047,383,331,2,0.830641805,1,低级别
‘00056053,378,358,4,0.46041756,0.767357497,低级别
‘00056054,376,74,28,0.732789411,0.750413895,中等级别
‘00056055,372,96,3,0.535557185,0.517723607,低级别
‘00056059,370,221,3,0.200069228,0.879387331,低级别
‘00056062,425,375,6,0.399556943,0.505583526,低级别
‘00056064,456,23,4,0.699209486,0.63126087,低级别
‘00056065,3435,217,13,0.551109381,0.60170689,低级别
‘00056068,3430,532,4,0.544787298,0.618506591,低级别
‘00056071,3428,492,3,0.67819732,0.710499391,低级别
‘00056072,3428,257,13,0.616828396,0.707899217,低级别
‘00056073,3437,469,3,0.608573154,0.658200845,低级别
‘00056074,3424,170,3,0.77914916,0.799065126,低级别
‘00056079,3418,270,17,0.704197034,0.761824579,低级别
‘00056082,3414,184,13,0.687940447,0.728662531,低级别
‘00056092,3402,316,3,0.709170013,0.727911647,低级别
‘00056100,3429,454,4,0.360603654,0.564932486,低级别
‘00056103,3389,115,3,0.445708632,0.447897601,低级别
‘00056105,3395,387,6,0.216334711,0.656219466,低级别
‘00056108,3390,674,3,0.168060201,0.385144928,低级别
‘00056109,3376,347,4,0.936399217,0.839171559,低级别
‘00056115,3385,413,3,0.811943174,0.822056345,低级别
‘00056117,3375,230,4,0.503748828,0.615,低级别
‘00056124,3389,382,10,0.408212002,0.608943841,低级别
‘00056126,3372,284,3,0.701873622,0.800521675,低级别
‘00056130,3366,476,5,0.442438272,0.917006173,低级别
‘00056136,3351,231,7,0.34611974,0.713151334,低级别
‘00056137,3352,214,13,0.606332703,0.593442817,低级别
‘00056139,3344,454,2,0.623242737,0.8,低级别
‘00056143,3339,515,2,1.029795158,0.7,低级别
‘00056146,3339,254,19,0.787019153,0.804210526,低级别
‘00056147,3335,123,12,0.356740782,0.521527817,低级别
‘00056164,3312,158,17,0.849456414,0.883342558,低级别
‘00056167,3307,383,2,0.913907285,0.8,低级别
‘00056169,3308,429,3,0.56232687,0.627562327,低级别
‘00056176,3310,199,6,0.538437646,0.484315888,低级别
‘00056182,3291,82,4,0.649942235,0.695608186,低级别
‘00056183,3299,504,4,0.877356295,1,低级别
‘00056184,3296,284,5,0.490892106,0.510892106,低级别
‘00056188,3294,620,2,0.642570281,0.6,低级别
‘00056191,3287,138,17,0.438650307,0.566745709,低级别
‘00056194,3288,265,7,0.840801801,0.972857143,低级别
‘00056200,3287,301,3,0.772743238,0.859497717,低级别
‘00056203,3288,176,14,0.503232685,0.597142857,低级别
‘00056205,3278,316,4,0.822217314,0.806713781,低级别
‘00056210,3280,727,2,1.736842105,1,低级别
‘00056212,3283,247,6,0.549420927,0.599445887,低级别
‘00056219,3276,492,4,0.81684492,0.8125,低级别
‘00056220,3277,472,4,0.833160263,0.758618899,低级别
‘00056227,3274,251,3,0.63568481,0.729642366,低级别
‘00056230,3261,676,2,0.842561387,1,低级别
‘00056233,3268,118,4,0.549922899,0.561630686,低级别
‘00056235,3261,159,15,0.591056321,0.70508146,低级别
‘00056246,3256,371,11,1.24574364,1.323077299,低级别
‘00056249,3256,102,2,0.966869506,0.912170385,低级别
‘00056252,3248,175,2,0.41006817,0.92,低级别
‘00056253,3258,299,6,1.317735413,0.838266898,低级别
‘00056255,3272,175,6,0.943478261,0.943333333,低级别
‘00056256,3247,232,16,1.3631201,1.481210156,低级别
‘00056257,3256,309,7,0.459414226,0.435714286,低级别
‘00056259,3249,245,4,0.4671451,0.483292218,低级别
‘00056271,3239,27,2,0.925734024,0.755,低级别
‘00056277,3229,221,2,0.279503106,0.3,低级别
‘00056279,3226,344,6,0.608895285,0.707699424,低级别
‘00056280,3225,224,5,0.955505911,0.938593503,低级别
‘00056281,3223,348,3,0.493168097,0.533333333,低级别
‘00056285,3221,298,4,0.635510511,0.58,低级别
‘00056291,3225,161,20,0.473523464,0.62749804,低级别
‘00056292,3210,135,29,0.68741928,0.71166341,低级别
‘00056294,3209,300,5,0.538627639,0.593993522,低级别
‘00056307,3195,501,7,0.843298292,0.671353482,低级别
‘00056312,3192,124,22,1.013833696,1.025238809,低级别
‘00056313,3190,352,4,0.356148821,0.680161886,低级别
‘00056314,3189,80,4,0.857142857,0.90910578,低级别
‘00056320,3189,711,2,0.633962264,0.653920335,低级别
‘00056321,3178,520,2,1.416021441,1.5,低级别
‘00056329,3170,226,2,0.815104167,0.671354167,低级别
‘00056330,3167,135,49,0.945007902,0.971115645,中等级别
‘00056337,3156,163,22,0.678109414,0.819460723,低级别
‘00056342,3196,254,2,0.542446043,0.58,低级别
‘00056344,3155,576,8,0.878109111,0.86668957,低级别
‘00056351,3155,206,5,0.712015086,0.834369612,低级别
‘00056352,3150,83,2,0.514234875,0.595,低级别
‘00056357,3151,317,2,0.417617237,0.468140051,低级别
‘00056358,3151,383,3,0.351783744,0.507576315,低级别
‘00056360,3130,411,7,0.582729071,0.665398813,低级别
‘00056365,3165,138,30,0.429028219,0.613697197,低级别
‘00056368,3135,692,3,0.633790883,0.733333333,低级别
‘00056369,3145,149,10,1.387049211,1.26524421,高级别
‘00056371,3135,109,7,0.57745896,0.576017382,低级别
‘00056372,3143,244,11,0.907206871,0.878273898,低级别
‘00056373,3152,382,6,0.845847657,0.887262529,低级别
‘00056375,3129,69,63,0.554560335,0.63222306,中等级别
‘00056378,3121,309,3,0.687333452,0.85303784,低级别
‘00056380,3141,444,7,0.470768161,0.528571429,低级别
‘00056381,3119,75,2,0.870505542,0.92073263,低级别
‘00056384,3133,482,4,0.32390105,0.34598683,低级别
‘00056394,3131,193,3,0.556441609,0.740411129,低级别
‘00056395,3116,599,7,0.559735883,0.664285714,低级别
‘00056398,3116,598,2,0.86986778,0.844050104,低级别
‘00056400,3117,136,19,0.395286357,0.458309792,低级别
‘00056403,3105,567,2,1.374705882,1.418823529,低级别
‘00056407,3107,305,6,0.40500498,0.544015189,低级别
‘00056414,3096,453,6,0.453259941,0.500517225,低级别
‘00056417,3085,662,3,0.363746959,0.383333333,低级别
‘00056419,3098,316,9,0.463284291,0.488919311,低级别
‘00056428,3084,177,2,0.636723164,0.786497175,高级别
‘00056433,3077,109,2,0.711808118,0.835,低级别
‘00056442,3067,236,13,0.455235589,0.513632269,低级别
‘00056447,3057,159,2,0.717286404,0.809179676,低级别
‘00056452,3050,154,25,0.855701451,0.837251478,低级别
‘00056453,3052,343,13,0.887885665,1.049577519,低级别
‘00056454,3051,199,10,0.497233541,0.655224534,低级别
‘00056460,3048,480,6,0.915463918,0.991084929,低级别
‘00056461,3044,226,2,0.527140335,0.66,低级别
‘00056464,3048,702,2,0.95049505,1,高级别
‘00056466,3049,636,4,0.346873955,0.587261785,低级别
‘00056468,3042,131,43,0.587154256,0.743074883,低级别
‘00056469,394,271,2,0.850810296,0.92,低级别
‘00056471,456,9,2,0.734621251,0.85,中等级别
‘00056479,2335,358,12,0.806988442,0.94114405,低级别
‘00056484,1839,716,2,1.279498525,1,低级别
‘00056491,2496,182,6,0.431151062,0.47468141,中等级别
‘00056496,2508,558,3,0.988700565,0.916666667,低级别
‘00056499,2435,343,10,0.730145175,0.776268147,低级别
‘00056503,2557,33,2,0.592018302,0.685,低级别
‘00056504,2321,172,14,0.566418554,0.772303032,低级别
‘00056511,2502,151,23,0.546294795,0.848295443,低级别
‘00056519,2533,653,2,0.395970009,0.6,低级别
‘00056522,2113,555,4,0.867014961,0.864699596,低级别
‘00056524,2294,245,13,0.937484797,0.895241223,低级别
‘00056526,2528,268,8,0.724698326,1.489533865,低级别
‘00056528,2278,257,3,0.372129112,0.363333333,低级别
‘00056534,726,719,2,1.164488855,0.892390469,低级别
‘00056541,2540,298,3,0.535876794,0.755061253,低级别
‘00056542,2500,198,6,0.780542146,0.738154475,低级别
‘00056544,2525,187,3,0.631779588,0.747939698,低级别
‘00056547,1440,702,4,0.8,0.807973568,低级别
‘00056552,2496,248,2,1.009864365,0.92,低级别
‘00056558,2514,209,3,0.547949681,0.646088874,低级别
‘00056559,2518,531,2,0.58500213,0.609224542,低级别
‘00056560,2389,246,6,0.409854079,0.758333333,低级别
‘00056563,2457,157,4,0.424047996,0.743468878,低级别
‘00056570,2511,291,3,0.301100174,0.603442386,低级别
‘00056571,2489,160,3,0.567425569,0.588879159,低级别
‘00056574,2539,351,3,0.515676267,0.570743711,低级别
‘00056576,2531,304,2,0.818181818,0.72,低级别
‘00056577,2434,524,3,0.072083546,0.704966887,低级别
‘00056580,2329,105,9,0.517718114,0.672751852,低级别
‘00056581,2374,466,2,0.566606389,0.543399638,低级别
‘00056583,2439,356,10,0.582558819,0.758510808,低级别
‘00056587,2443,391,8,0.624207098,0.822689868,低级别
‘00056596,2427,669,4,1.920096852,0.8,低级别
‘00056608,2442,727,2,0.474247833,1,低级别
‘00056609,2391,320,27,0.690197646,0.754686819,低级别
‘00056614,2466,131,5,0.61229911,0.698622659,低级别
‘00056617,2482,420,4,0.576097561,0.641317073,低级别
‘00056622,2359,226,9,0.578237619,0.806498489,低级别
‘00056629,2479,165,26,0.889348732,0.958504236,低级别
‘00056633,2423,175,3,0.402893309,0.452513562,低级别
‘00056634,2452,212,2,0.60021645,0.480878788,低级别
‘00056636,2463,105,2,1.080393356,1.41,低级别
‘00056640,2428,359,4,0.775489534,0.799358542,低级别
‘00056641,2472,58,2,0.990535642,1.168246073,低级别
‘00056642,2441,242,26,0.619475995,0.676442923,低级别
‘00056644,2443,161,3,1.053483808,0.906771344,低级别
‘00056645,2454,452,5,0.551055334,0.603981746,低级别
‘00056647,2379,130,10,0.686326332,0.613146474,低级别
‘00056649,2478,209,10,0.555108973,0.660698556,低级别
‘00056652,2477,127,4,0.699622958,0.684113951,低级别
‘00056653,2431,47,2,1.811594203,0.72,低级别
‘00056654,2217,230,12,0.27064387,0.730747545,低级别
‘00056661,2388,395,4,0.310344828,0.322747497,低级别
‘00056665,2431,236,11,1.219004322,1.259638547,低级别
‘00056671,2397,175,2,0.312951807,0.33210241,低级别
‘00056672,2343,704,4,0.613723388,0.655199877,低级别
‘00056678,2368,367,5,0.751518714,0.796394278,低级别
‘00056679,2436,331,8,0.492210594,0.535443796,低级别
‘00056681,2309,250,8,0.546828011,0.581626808,低级别
‘00056688,2446,480,4,0.676274945,0.564079823,低级别
‘00056691,2303,49,2,0.740272764,0.82,低级别
‘00056692,2409,154,6,0.610986547,0.640947932,低级别
‘00056695,2435,540,6,0.728205128,0.761301775,低级别
‘00056696,2457,605,3,1.248651887,0.977231875,低级别
‘00056701,2419,172,3,0.560097756,0.603028216,低级别
‘00056703,2416,483,5,0.651302168,0.75713196,低级别
‘00056717,2273,600,3,0.748560461,0.761852207,低级别
‘00056724,2377,594,5,0.58354063,0.68155058,低级别
‘00056727,2339,529,6,0.182071058,0.770287015,低级别
‘00056735,2238,197,24,0.788607072,0.764282438,低级别
‘00056737,2292,127,15,0.66953092,0.649218904,低级别
‘00056743,2356,208,14,0.599812216,0.648995358,低级别
‘00056753,2368,496,3,0.35728572,0.266666667,低级别
‘00056754,2379,209,5,0.883619647,0.779099121,低级别
‘00056758,2416,550,5,0.655709006,0.752966349,低级别
‘00056759,2387,233,8,0.706248024,0.756653672,低级别
‘00056760,720,259,15,0.595719544,0.632042078,低级别
‘00056762,2419,109,12,0.826728956,0.820626512,低级别
‘00056766,2318,172,9,0.838299992,0.907502283,低级别
‘00056767,2421,309,3,0.637519596,0.749416478,低级别
‘00056770,2353,479,5,0.797925311,0.86716805,低级别
‘00056777,2338,426,2,0.839316239,0.812136752,低级别
‘00056779,2332,281,7,0.453383275,0.559486198,低级别
‘00056781,1988,574,2,1.839378238,1.5,低级别
‘00056785,2422,496,6,0.704654896,0.706065123,低级别
‘00056786,2385,489,2,0.367310625,0.425,低级别
‘00056787,2353,250,4,0.53137233,0.627986802,低级别
‘00056788,2374,506,2,0.729411765,0.775,低级别
‘00056790,1966,565,3,0.518802763,0.798081351,低级别
‘00056794,2364,344,8,0.531043677,0.677431437,低级别
‘00056795,2351,276,4,0.998944034,0.96374516,低级别
‘00056796,2359,318,2,0.410749507,0.414571006,低级别
‘00056799,2331,182,6,0.712677267,0.805761066,低级别
‘00056805,2357,48,5,0.261270492,0.48,低级别
‘00056809,2354,229,5,0.723820118,0.764471635,低级别
‘00056811,2377,412,4,0.539473684,0.506161746,低级别
‘00056814,2358,128,2,0.523318043,0.535,低级别
‘00056815,2136,118,26,0.714807179,0.774030486,低级别
‘00056818,2346,322,5,0.714548803,0.795091373,低级别
‘00056827,2332,225,22,0.502550183,0.686509679,低级别
‘00056833,2338,351,2,0.642857143,0.7,低级别
‘00056842,2030,233,9,0.375156943,0.624704947,低级别
‘00056843,2253,537,2,0.255102041,0.644104308,低级别
‘00056844,2407,141,36,0.737811411,0.819984355,低级别
‘00056846,2365,548,4,0.669466012,0.733996197,低级别
‘00056849,2376,284,3,0.263398936,0.65,低级别
‘00056850,953,612,2,0.730884558,0.625,低级别
‘00056852,2355,368,2,0.979079498,1,低级别
‘00056855,2325,329,6,0.335619257,0.471327664,低级别
‘00056860,2335,94,2,0.163505559,0.53,低级别
‘00056862,2283,250,15,0.862061791,0.746913555,低级别
‘00056870,2252,598,5,0.178926441,1.01797548,低级别
‘00056872,2322,76,6,1.303679131,0.885627262,低级别
‘00056873,2329,360,5,0.425660729,0.437379206,低级别
‘00056874,2336,647,4,0.25656045,0.45,低级别
‘00056877,2279,535,3,0.674049109,0.8,低级别
‘00056878,2331,430,4,0.126616379,0.475323276,低级别
‘00056888,2241,433,8,0.539692044,0.754659966,低级别
‘00056890,2252,588,2,0.924690181,1,低级别
‘00056891,2273,275,5,0.515903879,0.577717619,低级别
‘00056900,2302,137,33,0.639507565,0.718315478,低级别
‘00056908,2345,605,2,0.666666667,0.666610169,低级别
‘00056916,2323,286,15,0.648888597,0.653722215,低级别
‘00056917,2294,462,3,2.127522195,0.833333333,低级别
‘00056923,2343,221,2,0.315810251,0.65,低级别
‘00056924,2323,390,12,0.689141092,0.724356994,低级别
‘00056927,2313,446,4,1.026248942,0.851651143,低级别
‘00056931,2296,413,8,0.685399105,0.783317723,低级别
‘00056934,2268,143,2,0.490784983,0.51,低级别
‘00056936,2318,403,2,0.144564379,1.212027756,低级别
‘00056938,2326,510,2,0.717200413,0.756172521,低级别
‘00056939,2309,502,6,1.036339166,0.949528937,低级别
‘00056942,2270,175,26,0.80123006,0.762756871,低级别
‘00056943,2223,353,2,0.626930204,0.596046943,低级别
‘00056944,2226,226,17,0.683681361,0.840366308,低级别
‘00056945,2231,354,2,0.596687211,0.632588598,低级别
‘00056946,2246,570,2,0.601888277,0.575,低级别
‘00056949,2530,320,12,0.657780458,0.705283474,低级别
‘00056950,2298,423,18,0.515873701,0.699104856,低级别
‘00056953,2159,696,4,0.650890208,0.830089021,低级别
‘00056954,2260,220,2,0.639552618,0.74,低级别
‘00056963,2265,162,30,0.50836107,0.534296026,低级别
‘00056964,2235,376,2,0.626588714,0.725,低级别
‘00056966,2295,490,4,0.707294552,0.691124192,低级别
‘00056971,2290,75,4,0.710854093,0.8225,低级别
‘00056972,2242,79,92,0.642632856,0.967692483,高级别
‘00056975,1703,661,2,0.578832117,0.65,低级别
‘00056977,2305,624,2,2.41576087,0.8,低级别
‘00056979,2367,325,5,0.702173913,0.795532609,低级别
‘00056980,2246,207,3,0.404011999,0.651263592,低级别
‘00056981,2299,347,2,0.532509753,0.539905722,低级别
‘00056983,2297,201,3,0.704638124,0.72,低级别
‘00056985,1969,253,2,0.721657346,0.835,低级别
‘00056986,2228,122,2,0.726898175,0.722342554,低级别
‘00056993,2221,554,5,0.598092322,0.654798634,低级别
‘00056996,2172,643,2,0.842561387,1,低级别
‘00056998,2343,521,8,0.84303475,1.125,低级别
‘00057001,1840,251,6,0.614759291,0.720673564,低级别
‘00057002,2063,397,5,0.050931315,0.419950524,低级别
‘00057004,2294,236,9,0.776194939,0.658414246,低级别
‘00057007,2271,166,2,0.727634195,0.784632207,低级别
‘00057008,2320,105,2,0.762915129,0.895,低级别
‘00057012,2304,42,2,0.720775623,0.728736842,低级别
‘00057013,2317,240,3,0.471284524,0.806665498,低级别
‘00057014,1860,678,2,0.237931034,0.54737931,低级别
‘00057018,2290,143,6,0.648413335,0.708507275,低级别
‘00057019,2233,112,4,0.480645808,0.5325,低级别
‘00057020,2301,711,4,0.731334392,0.769211676,低级别
‘00057021,1992,688,2,0.474476987,0.45,低级别
‘00057022,2248,709,2,1.164021164,1,低级别
‘00057024,2221,359,4,1.243288591,1.197986577,低级别
‘00057028,2192,276,10,0.470692172,0.570867327,低级别
‘00057029,2234,413,6,0.603749296,0.70920428,低级别
‘00057032,2177,338,5,0.772718613,0.827319489,低级别
‘00057033,2190,252,4,0.391291015,0.739819074,低级别
‘00057035,2394,164,18,0.737471418,0.79351896,低级别
‘00057036,2234,272,10,0.656903444,0.685197571,低级别
‘00057039,2234,99,3,0.319823139,0.531419799,低级别
‘00057041,2248,67,3,0.754432042,0.570328299,低级别
‘00057043,2283,30,2,0.767158672,0.9,低级别
‘00057044,2275,650,3,0.790991997,0.926782058,低级别
‘00057045,2175,598,2,1.068022886,1,低级别
‘00057050,2246,263,11,1.105479917,1.306640826,高级别
‘00057053,2252,578,2,0.978593272,1,低级别
‘00057054,2171,720,2,0.388686131,0.525,低级别
‘00057058,2229,477,2,0.375979112,0.697476066,低级别
‘00057061,2245,94,2,0.989814815,0.807777778,低级别
‘00057062,2204,156,2,0.787260616,0.850308077,低级别
‘00057063,2263,460,2,0.479308855,0.887568035,低级别
‘00057064,2275,391,2,0.234386757,0.769488337,低级别
‘00057073,2270,350,2,0.469266358,0.590284204,低级别
‘00057074,2240,722,4,0.488811392,0.742037198,低级别
‘00057075,2223,211,15,0.64449269,0.772468198,低级别
‘00057076,2231,209,3,0.440629154,0.441470979,低级别
‘00057077,2017,236,3,0.862473391,0.946666667,高级别
‘00057083,2241,460,8,0.725039241,0.816525626,低级别
‘00057086,2238,243,4,0.344564639,0.566687356,低级别
‘00057092,2175,280,3,1.14015844,0.841462523,低级别
‘00057096,2218,469,3,0.463489007,0.55,低级别
‘00057098,2213,295,2,0.671670306,0.783894651,低级别
‘00057099,2059,511,3,1.131822249,1.209662988,低级别
‘00057101,2038,535,6,1.024126456,0.816666667,低级别
‘00057103,2199,169,5,0.605389798,0.662,低级别
‘00057104,2213,673,2,0.75631239,0.8,低级别
‘00057105,2218,394,5,0.519376638,0.557957523,低级别
‘00057107,2220,77,40,0.837352751,0.826874207,低级别
‘00057109,2183,83,2,0.817326733,0.86,低级别
‘00057110,2209,114,2,0.61963775,0.67,低级别
‘00057112,2223,443,2,0.685435435,0.625,低级别
‘00057113,2231,656,2,0.330716902,0.8,低级别
‘00057116,2220,304,9,0.65158235,0.675934,低级别
‘00057119,2084,445,6,0.543294911,0.634593759,低级别
‘00057122,2222,36,2,1.285603914,1.41,中等级别
‘00057124,2204,194,3,0.857670359,0.886364552,低级别
‘00057133,2170,333,2,0.554243542,0.65,低级别
‘00057134,2064,225,13,0.665360777,0.784098351,低级别
‘00057135,2038,368,18,0.724693284,0.738167714,低级别
‘00057138,2176,334,2,0.532841328,0.625,低级别
‘00057139,2202,156,32,0.808733707,0.864780555,低级别
‘00057145,2167,335,8,0.69766883,0.67591925,低级别
‘00057146,2175,299,4,0.572326166,0.616566602,低级别
‘00057147,2153,720,2,0.589792971,0.7,低级别
‘00057151,2199,234,3,0.185812357,0.710173913,低级别
‘00057153,2100,274,8,0.3429987,0.428733756,低级别
‘00057154,2244,138,10,0.502427584,0.789639566,低级别
‘00057155,2128,553,2,0.796799401,0.8,低级别
‘00057159,2205,569,4,0.802175039,0.817365786,低级别
‘00057160,2189,220,2,0.617232617,0.717100947,低级别
‘00057168,2198,490,2,0.604982206,0.7,低级别
‘00057170,2194,349,5,0.770374257,0.873557188,低级别
‘00057172,2178,322,2,1.948073702,0.75,低级别
‘00057178,2158,624,2,0.825773196,0.9,低级别
‘00057179,2136,504,3,0.542360174,0.511403509,低级别
‘00057181,2139,72,4,0.239216619,0.664275293,低级别
‘00057183,2175,613,5,1.022257978,0.957146688,低级别
‘00057186,2141,80,2,0.567372474,0.62,低级别
‘00057190,2157,141,20,0.617628176,0.68291938,低级别
‘00057192,2191,458,16,0.77379077,0.718724838,低级别
‘00057194,1966,191,2,0.278250304,0.45381531,低级别
‘00057196,2147,512,4,0.718671604,0.78822124,低级别
‘00057205,2041,359,3,0.404844291,0.495847751,低级别
