MEMBER_NO,y_train
бо00023782,1
бо00025230,1
бо00055391,1
бо00008936,1
бо00054815,1
бо00002809,1
бо00055076,1
бо00052186,1
бо00035098,0
бо00023586,0
бо00043690,1
бо00060518,1
бо00001801,0
бо00026709,0
бо00002484,1
бо00030098,1
бо00054271,1
бо00054369,1
бо00053980,0
бо00041487,0
бо00005178,1
бо00007494,1
бо00027119,0
бо00024476,0
бо00045227,0
бо00037667,0
бо00038024,0
бо00050634,1
бо00049566,0
бо00021960,0
бо00026753,0
бо00055386,0
бо00030106,0
бо00007644,1
бо00024716,1
бо00048020,0
бо00051286,0
бо00041153,0
бо00033178,0
бо00039989,0
бо00044723,0
бо00043733,0
бо00052239,1
бо00024516,0
бо00039572,0
бо00003093,1
бо00059760,0
бо00021592,1
бо00011405,0
бо00023855,1
бо00034097,1
бо00039636,0
бо00039074,0
бо00013338,1
бо00012687,1
бо00059413,0
бо00062629,0
бо00012268,1
бо00034193,0
бо00023937,0
бо00037204,0
бо00047949,1
бо00047915,1
бо00022942,1
бо00050614,0
бо00040851,1
бо00043225,1
бо00023813,1
бо00053636,0
бо00045632,0
бо00015508,1
бо00052353,0
бо00034124,1
бо00010816,0
бо00059183,1
бо00041286,0
бо00010339,0
бо00034490,1
бо00031425,1
бо00036678,0
бо00007455,0
бо00015983,1
бо00019692,0
бо00048976,1
бо00002800,1
бо00059675,0
бо00058504,0
бо00028392,1
бо00027487,0
бо00048899,0
бо00018236,0
бо00034250,1
бо00036615,0
бо00010769,0
бо00037916,1
бо00007560,1
бо00049583,1
бо00055860,1
бо00023279,0
бо00014909,0
бо00051289,1
бо00055669,0
бо00017203,0
бо00024600,1
бо00043785,1
бо00047569,1
бо00027988,0
бо00012093,1
бо00039488,0
бо00029790,0
бо00029429,0
бо00024073,1
бо00022322,0
бо00037195,1
бо00031717,0
бо00015297,0
бо00048698,0
бо00009318,1
бо00053920,0
бо00007449,1
бо00042179,1
бо00007772,0
бо00024386,0
бо00009779,0
бо00022592,0
бо00060654,1
бо00024952,1
бо00020558,1
бо00050504,0
бо00010793,0
бо00026794,1
бо00023651,1
бо00010722,1
бо00004855,1
бо00055278,0
бо00060199,0
бо00017978,0
бо00033412,0
бо00016194,0
бо00012231,0
бо00039864,0
бо00008496,0
бо00010460,1
бо00033421,1
бо00013255,0
бо00028583,1
бо00041772,1
бо00028183,0
бо00052719,0
бо00019213,1
бо00019704,1
бо00030949,0
бо00012327,1
бо00056711,0
бо00038649,0
бо00024606,0
бо00009172,0
бо00053916,0
бо00015515,0
бо00027273,1
бо00030150,0
бо00030323,1
бо00001039,0
бо00048823,0
бо00032955,0
бо00019885,1
бо00029265,1
бо00004609,1
бо00032673,1
бо00011743,1
бо00018025,0
бо00021163,0
бо00013628,1
бо00035313,0
бо00027020,0
бо00040946,1
бо00040398,0
бо00049960,0
бо00062469,1
бо00021832,1
бо00041888,0
бо00052396,0
бо00040351,1
бо00022791,1
бо00057500,0
бо00009654,1
бо00021393,1
бо00035342,1
бо00030708,1
бо00000346,1
бо00039847,0
бо00031235,0
бо00048469,0
бо00055478,1
бо00044356,1
бо00053625,0
бо00014331,1
бо00015011,0
бо00027220,0
бо00061408,1
бо00002611,0
бо00041990,0
бо00048892,0
бо00010271,1
бо00027337,0
бо00022008,0
бо00052864,0
бо00006133,0
бо00002200,0
бо00062686,0
бо00013774,0
бо00048906,0
бо00047621,1
бо00050499,1
бо00026228,1
бо00032804,1
бо00029301,0
бо00049957,0
бо00027860,1
бо00060851,0
бо00048366,1
бо00051228,1
бо00030973,1
бо00058161,0
бо00042373,0
бо00041908,0
бо00025637,1
бо00023726,0
бо00000124,1
бо00019023,0
бо00021370,1
бо00039979,0
бо00047867,0
бо00012420,0
бо00028238,0
бо00026371,1
бо00050148,1
бо00035843,1
бо00009840,1
бо00053469,0
бо00004546,0
бо00033220,0
бо00015216,1
бо00059270,0
бо00059019,0
бо00057619,0
бо00051989,0
бо00032555,0
бо00023624,0
бо00061956,0
бо00016149,1
бо00024477,0
бо00030822,0
бо00008705,1
бо00055790,0
бо00024171,0
бо00052815,0
бо00018594,0
бо00017723,0
бо00012043,1
бо00056216,0
бо00059649,0
бо00007093,0
бо00016498,1
бо00047198,0
бо00016289,1
бо00060504,0
бо00017637,0
бо00035227,1
бо00038839,0
бо00023763,0
бо00009167,0
бо00057821,1
бо00005450,0
бо00002806,0
бо00046152,1
бо00060418,0
бо00059742,0
бо00021301,1
бо00045175,1
бо00052216,1
бо00003582,0
бо00018743,1
бо00054172,0
бо00012994,0
бо00015255,1
бо00056135,0
бо00062316,0
бо00007039,0
бо00029355,0
бо00029835,0
бо00048611,1
бо00000241,0
бо00039124,0
бо00025278,1
бо00046678,0
бо00049968,0
бо00029111,0
бо00046926,0
бо00054361,0
бо00023983,0
бо00041835,1
бо00046771,1
бо00062887,1
бо00045625,0
бо00017685,0
бо00043080,1
бо00034376,1
бо00015854,0
бо00029973,0
бо00023692,0
бо00029254,0
бо00005894,0
бо00015789,0
бо00022166,0
бо00062742,1
бо00007114,0
бо00040379,1
бо00010614,0
бо00059325,0
бо00012573,0
бо00029084,1
бо00014962,1
бо00022316,1
бо00053583,1
бо00060900,1
бо00003802,0
бо00018788,0
бо00024143,0
бо00059971,1
бо00048682,1
бо00006516,0
бо00008869,0
бо00034444,1
бо00036872,0
бо00046815,1
бо00029499,0
бо00008564,0
бо00019721,1
бо00046755,0
бо00006440,0
бо00024670,0
бо00033144,0
бо00025660,0
бо00014933,0
бо00006131,1
бо00060999,0
бо00005064,0
бо00027130,0
бо00006423,1
бо00062310,0
бо00017041,1
бо00041057,1
бо00016095,1
бо00005218,1
бо00043506,1
бо00011679,1
бо00010072,0
бо00050300,0
бо00006726,1
бо00039073,1
бо00049623,0
бо00041003,0
бо00017511,1
бо00062140,0
бо00020153,0
бо00010868,0
бо00010239,0
бо00012849,1
бо00011111,1
бо00001567,0
бо00014972,1
бо00034767,0
бо00018773,0
бо00025432,0
бо00015878,1
бо00037506,1
бо00053846,0
бо00056213,0
бо00003292,0
бо00027537,1
бо00044988,0
бо00036937,0
бо00018295,0
бо00001923,1
бо00054872,0
бо00023239,0
бо00049866,1
бо00060403,1
бо00018358,1
бо00025533,0
бо00016622,0
бо00041100,1
бо00007691,0
бо00020068,0
бо00058005,0
бо00030820,0
бо00033635,1
бо00009170,1
бо00037458,0
бо00030619,0
бо00003560,0
бо00042391,0
бо00018109,0
бо00029467,0
бо00046792,0
бо00016481,1
бо00004068,0
бо00040109,0
бо00020058,0
бо00056230,1
бо00054907,0
бо00042372,0
бо00031657,0
бо00039854,0
бо00014999,0
бо00044424,1
бо00045944,0
бо00011724,0
бо00061402,1
бо00044050,0
бо00013333,0
бо00024224,1
бо00042466,0
бо00045413,1
бо00058822,1
бо00031228,1
бо00018280,0
бо00047179,0
бо00056632,0
бо00007663,1
бо00006496,1
бо00033788,0
бо00001300,1
бо00049776,1
бо00046356,0
бо00039518,0
бо00014567,1
бо00044540,0
бо00016748,1
бо00050914,0
бо00038621,0
бо00040714,1
бо00047607,0
бо00004866,0
бо00030903,0
бо00003331,0
бо00003289,0
бо00018213,1
бо00029397,1
бо00024690,0
бо00056614,1
бо00049082,0
бо00027441,0
бо00042899,1
бо00054261,0
бо00023333,1
бо00019273,0
бо00020723,0
бо00020163,0
бо00062288,1
бо00037033,0
бо00016930,0
бо00023145,0
бо00059236,1
бо00062414,0
бо00030313,1
бо00025853,1
бо00013105,0
бо00061941,1
бо00017825,1
бо00055603,1
бо00024504,0
бо00050436,1
бо00010417,1
бо00024545,1
бо00051839,1
бо00050662,1
бо00031596,0
бо00061028,1
бо00003836,0
бо00058283,0
бо00009098,0
бо00041867,0
бо00021514,1
бо00005281,1
бо00024111,0
бо00057536,0
бо00028626,1
бо00011329,1
бо00027063,0
бо00009457,0
бо00013196,0
бо00005838,0
бо00029637,1
бо00020330,0
бо00055426,0
бо00006828,0
бо00038751,1
бо00055940,1
бо00005080,0
бо00030696,1
бо00024370,1
бо00023560,1
бо00024311,0
бо00009519,0
бо00045355,1
бо00008294,0
бо00045881,0
бо00044863,0
бо00046313,0
бо00003989,0
бо00022363,1
бо00055511,1
бо00013149,1
бо00002437,1
бо00006034,1
бо00000754,0
бо00009776,0
бо00026321,0
бо00026672,1
бо00007858,1
бо00004829,0
бо00046263,1
бо00007866,1
бо00010583,0
бо00009125,1
бо00059344,0
бо00012469,1
бо00044989,1
бо00031704,0
бо00004951,0
бо00051275,1
бо00031484,0
бо00040465,0
бо00037511,1
бо00049632,0
бо00050580,0
бо00029920,0
бо00033611,1
бо00014616,1
бо00061865,0
бо00029240,1
бо00056579,0
бо00015885,1
бо00010005,0
бо00051093,0
бо00058098,1
бо00006960,0
бо00047339,0
бо00033587,1
бо00007839,1
бо00014869,0
бо00011273,1
бо00053584,0
бо00049021,0
бо00045049,0
бо00023746,0
бо00046139,0
бо00039619,1
бо00000675,0
бо00021353,1
бо00022414,0
бо00010489,0
бо00022271,0
бо00057637,1
бо00005089,0
бо00035393,0
бо00046072,1
бо00028654,0
бо00017736,0
бо00057523,0
бо00035756,0
бо00025211,0
бо00046601,1
бо00043920,1
бо00016333,0
бо00062912,0
бо00023830,0
бо00039987,0
бо00061707,1
бо00028501,0
бо00039422,1
бо00033373,1
бо00060910,1
бо00037202,1
бо00021006,0
бо00031673,0
бо00013317,0
бо00059485,0
бо00003389,0
бо00012511,0
бо00018434,0
бо00004613,1
бо00047255,0
бо00016771,0
бо00008998,0
бо00060733,1
бо00001947,0
бо00018244,1
бо00054131,0
бо00052964,0
бо00035967,1
бо00028755,0
бо00036407,0
бо00049760,0
бо00056686,0
бо00028508,1
бо00018446,0
бо00062114,0
бо00023577,0
бо00048945,1
бо00029163,1
бо00018338,0
бо00040206,0
бо00016542,1
бо00032259,0
бо00009295,0
бо00048929,0
бо00061050,0
бо00057886,0
бо00034431,0
бо00028212,1
бо00015495,1
бо00054901,0
бо00012059,0
бо00028902,0
бо00052184,1
бо00024380,1
бо00019285,0
бо00057326,1
бо00000776,1
бо00024474,0
бо00038676,1
бо00029577,1
бо00012771,0
бо00035753,0
бо00007074,1
бо00028321,1
бо00014844,1
бо00044704,0
бо00058915,0
бо00051237,1
бо00057938,0
бо00046267,1
бо00040038,0
бо00045613,1
бо00045795,0
бо00025079,0
бо00014350,0
бо00051918,0
бо00047741,1
бо00042073,0
бо00008664,1
бо00023880,0
бо00060679,1
бо00026368,1
бо00045065,1
бо00033265,0
бо00018352,0
бо00005882,0
бо00045210,0
бо00012918,1
бо00017106,1
бо00027847,1
бо00011259,1
бо00000120,1
бо00034362,0
бо00004451,0
бо00022398,1
бо00012960,0
бо00021522,1
бо00003603,0
бо00046351,1
бо00008361,1
бо00043552,1
бо00033422,1
бо00025932,0
бо00058192,0
бо00051293,0
бо00014103,0
бо00015447,1
бо00034811,0
бо00038505,0
бо00050144,1
бо00004042,0
бо00034127,1
бо00043617,0
бо00003338,1
бо00002374,0
бо00056214,0
бо00052207,0
бо00053329,1
бо00052307,0
бо00035092,0
бо00032428,1
бо00045998,0
бо00052367,0
бо00020519,0
бо00006126,1
бо00038579,0
бо00022056,0
бо00015004,0
бо00019110,0
бо00012819,1
бо00005365,0
бо00011471,1
бо00038540,0
бо00022971,0
бо00027878,0
бо00055632,1
бо00033891,0
бо00007440,1
бо00042637,0
бо00042738,0
бо00060359,1
бо00057758,0
бо00026255,1
бо00010377,0
бо00049820,1
бо00000453,0
бо00045912,0
бо00017837,0
бо00018643,0
бо00019485,0
бо00029773,0
бо00040326,1
бо00012482,1
бо00013460,0
бо00034106,1
бо00035597,0
бо00040917,0
бо00018498,0
бо00047780,0
бо00032478,1
бо00054791,0
бо00045258,1
бо00011286,0
бо00041186,0
бо00062017,0
бо00041847,0
бо00059943,0
бо00050973,1
бо00043860,1
бо00054058,0
бо00019253,0
бо00018965,1
бо00061018,0
бо00045913,1
бо00022722,1
бо00012040,0
бо00000857,0
бо00015525,1
бо00026973,0
бо00059563,0
бо00036807,1
бо00018714,1
бо00040318,0
бо00018493,1
бо00046553,1
бо00032545,0
бо00027636,1
бо00004491,1
бо00050088,0
бо00046276,0
бо00032209,1
бо00047420,1
бо00041970,0
бо00030072,0
бо00027864,0
бо00014524,0
бо00010761,0
бо00022571,1
бо00054960,1
бо00021867,0
бо00060158,1
бо00013908,1
бо00055257,1
бо00036750,0
бо00009128,1
бо00042885,0
бо00058606,0
бо00026250,1
бо00022471,1
бо00002884,1
бо00054330,0
бо00008941,0
бо00002482,1
бо00053060,0
бо00021465,0
бо00055432,0
бо00019683,1
бо00052418,0
бо00007551,0
бо00018534,1
бо00043246,1
бо00046288,1
бо00031838,1
бо00007907,0
бо00013975,1
бо00058698,1
бо00028355,1
бо00046389,0
бо00002691,0
бо00062387,1
бо00055921,0
бо00049970,0
бо00004153,0
бо00023180,0
бо00020397,0
бо00010195,1
бо00026199,1
бо00046135,0
бо00052136,1
бо00039845,0
бо00052329,1
бо00027862,0
бо00014948,0
бо00013339,0
бо00022281,0
бо00008970,1
бо00053237,0
бо00023667,0
бо00061937,0
бо00006029,0
бо00040470,0
бо00004287,0
бо00017429,1
бо00011058,0
бо00009756,0
бо00010995,0
бо00026640,1
бо00025510,1
бо00015728,0
бо00048482,0
бо00015779,0
бо00033439,0
бо00022742,1
бо00046697,0
бо00006375,0
бо00004791,1
бо00007984,0
бо00020928,0
бо00034038,1
бо00005789,0
бо00062347,0
бо00032998,0
бо00030553,0
бо00053975,1
бо00052951,0
бо00041709,0
бо00056787,1
бо00001887,1
бо00019252,1
бо00029250,0
бо00049606,0
бо00018752,0
бо00026316,1
бо00026166,0
бо00048237,0
бо00034714,0
бо00022094,0
бо00032321,1
бо00042924,0
бо00032587,1
бо00045574,0
бо00050892,0
бо00016242,0
бо00042922,1
бо00056156,0
бо00023850,0
бо00038542,1
бо00057134,1
бо00042821,1
бо00035443,0
бо00038798,0
бо00062060,1
бо00049515,0
бо00040041,0
бо00038486,1
бо00026378,0
бо00035330,1
бо00052377,0
бо00003043,0
бо00028105,1
бо00014399,1
бо00039017,1
бо00027624,0
бо00021976,0
бо00008980,1
бо00019331,0
бо00019990,0
бо00034585,1
бо00040581,0
бо00053832,1
бо00031533,0
бо00061173,0
бо00062111,1
бо00060041,0
бо00036387,0
бо00022097,0
бо00030111,1
бо00033887,0
бо00040947,0
бо00027703,0
бо00012910,1
бо00014641,0
бо00034002,0
бо00029485,0
бо00031954,1
бо00053283,1
бо00062844,0
бо00010373,1
бо00006224,1
бо00045285,0
бо00025727,0
бо00031910,0
бо00057915,0
бо00044864,1
бо00059846,1
бо00040084,0
бо00044753,1
бо00024471,0
бо00025499,0
бо00025054,0
бо00021619,1
бо00011541,0
бо00035022,0
бо00017261,0
бо00015036,0
бо00009690,1
бо00034086,1
бо00020055,0
бо00006162,1
бо00060501,0
бо00010714,1
бо00044375,1
бо00031924,1
бо00057431,0
бо00029713,0
бо00004601,0
бо00033505,0
бо00027710,0
бо00060891,1
бо00029389,1
бо00027495,0
бо00061025,1
бо00037217,1
бо00036109,1
бо00027639,0
бо00053104,0
бо00028562,1
бо00024352,0
бо00029236,1
бо00007861,0
бо00056702,0
бо00052201,1
бо00033575,0
бо00058186,1
бо00033476,1
бо00056417,1
бо00023740,0
бо00048935,0
бо00029946,1
бо00061084,1
бо00004641,0
бо00027554,0
бо00011677,0
бо00043249,0
бо00023774,0
бо00012259,0
бо00028353,0
бо00020518,0
бо00053809,0
бо00024431,1
бо00008187,0
бо00046865,0
бо00028405,0
бо00058375,0
бо00053532,0
бо00006404,1
бо00060009,0
бо00025015,1
бо00039195,0
бо00030439,1
бо00033707,0
бо00059131,1
бо00030421,0
бо00009294,0
бо00032404,1
бо00015246,0
бо00042918,0
бо00002892,0
бо00016414,0
бо00008121,1
бо00017244,0
бо00052137,1
бо00046570,0
бо00016349,1
бо00024873,1
бо00032449,1
бо00027455,0
бо00016151,0
бо00026144,0
бо00027899,0
бо00035334,1
бо00027670,1
бо00017365,1
бо00032081,0
бо00000573,0
бо00053929,0
бо00017766,0
бо00026954,1
бо00050288,0
бо00061624,0
бо00019019,1
бо00011764,0
бо00058018,0
бо00034742,1
бо00019658,0
бо00058206,0
бо00061282,0
бо00029529,0
бо00017266,0
бо00041531,1
бо00014711,1
бо00058183,0
бо00028307,0
бо00032377,1
бо00000972,0
бо00033593,0
бо00002524,0
бо00039724,1
бо00017085,1
бо00057377,0
бо00058157,1
бо00014701,0
бо00033764,0
бо00021699,0
бо00060951,0
бо00007473,0
бо00061325,1
бо00037402,1
бо00031586,0
бо00023806,0
бо00053347,1
бо00043470,0
бо00026588,0
бо00023601,0
бо00039957,1
бо00053848,0
бо00032764,1
бо00017592,1
бо00029201,1
бо00021266,0
бо00033326,0
бо00001834,0
бо00009635,0
бо00048202,1
бо00024148,1
бо00061428,1
бо00038195,0
бо00024650,0
бо00026729,0
бо00036642,0
бо00050686,0
бо00027990,0
бо00029866,0
бо00001972,0
бо00008012,0
бо00032597,1
бо00008512,1
бо00002453,1
бо00052953,0
бо00026343,1
бо00049558,1
бо00056163,0
бо00016335,0
бо00008868,1
бо00018270,0
бо00046113,1
бо00052078,1
бо00031532,1
бо00013035,0
бо00017462,1
бо00044909,0
бо00004691,0
бо00008126,0
бо00010175,1
бо00031895,0
бо00031037,0
бо00035285,0
бо00011285,0
бо00022727,1
бо00015234,0
бо00036760,0
бо00048238,1
бо00049548,1
бо00057991,1
бо00001633,1
бо00013512,0
бо00035034,1
бо00000730,0
бо00038694,0
бо00046610,1
бо00047280,0
бо00037493,0
бо00017334,1
бо00055182,1
бо00019911,0
бо00032413,1
бо00058721,1
бо00044570,1
бо00025732,0
бо00012959,1
бо00031093,1
бо00003909,1
бо00055067,1
бо00012527,1
бо00045209,0
бо00017300,0
бо00058297,1
бо00005722,1
бо00048817,0
бо00010255,0
бо00045439,1
бо00061489,0
бо00046037,0
бо00020682,1
бо00002121,1
бо00025962,0
бо00026236,0
бо00062113,1
бо00036605,0
бо00001804,0
бо00046963,0
бо00031003,0
бо00001579,1
бо00000803,0
бо00003568,0
бо00033682,1
бо00045033,0
бо00045778,1
бо00032758,1
бо00006888,0
бо00058856,1
бо00035652,0
бо00027954,0
бо00000118,1
бо00049399,1
бо00015145,0
бо00037457,0
бо00033717,0
бо00001311,1
бо00027238,1
бо00032306,1
бо00060328,1
бо00062065,1
бо00042696,0
бо00012512,1
бо00019297,0
бо00048974,0
бо00010598,1
бо00028309,1
бо00009535,1
бо00042526,1
бо00043406,0
бо00056994,0
бо00058022,0
бо00062808,0
бо00006083,1
бо00003032,0
бо00002086,0
бо00008080,0
бо00035005,1
бо00045055,0
бо00000568,0
бо00019170,0
бо00047089,0
бо00024236,1
бо00050115,0
бо00045359,1
бо00017070,1
бо00057629,0
бо00044229,1
бо00058369,1
бо00046728,0
бо00015267,0
бо00030727,0
бо00030574,1
бо00032043,1
бо00024342,0
бо00002777,1
бо00041329,1
бо00022035,1
бо00016873,0
бо00006355,0
бо00059824,0
бо00041480,1
бо00039739,0
бо00060616,0
бо00005222,0
бо00055879,1
бо00012237,1
бо00041881,0
бо00010881,0
бо00038199,0
бо00032748,0
бо00040623,0
бо00039534,0
бо00041660,0
бо00025467,0
бо00058486,1
бо00010226,1
бо00017713,0
бо00015873,0
бо00017263,0
бо00008742,0
бо00054513,0
бо00041440,1
бо00052754,1
бо00046194,0
бо00054829,0
бо00018834,1
бо00015496,1
бо00033766,1
бо00050941,1
бо00043884,0
бо00010587,1
бо00032670,0
бо00005971,1
бо00004769,0
бо00032607,0
бо00040995,1
бо00042674,0
бо00057228,0
бо00038921,0
бо00035809,0
бо00059228,1
бо00009548,0
бо00017369,0
бо00032704,0
бо00013197,0
бо00003286,1
бо00021139,0
бо00039071,0
бо00028250,1
бо00033244,0
бо00015321,0
бо00051761,0
бо00026676,0
бо00004744,0
бо00062850,1
бо00046161,0
бо00010688,0
бо00039769,1
бо00007847,0
бо00056463,0
бо00047960,0
бо00046681,0
бо00025798,0
бо00036181,1
бо00049317,1
бо00045918,0
бо00033417,0
бо00002193,0
бо00042509,0
бо00032681,0
бо00052974,0
бо00034262,0
бо00033084,0
бо00009965,0
бо00052507,0
бо00051112,1
бо00022941,0
бо00005020,0
бо00005878,0
бо00025361,1
бо00005976,0
бо00017258,0
бо00062721,0
бо00045221,0
бо00023255,1
бо00029328,1
бо00003835,0
бо00010634,1
бо00042156,0
бо00001724,0
бо00015249,1
бо00029869,0
бо00002398,0
бо00019981,1
бо00037412,0
бо00050670,0
бо00050920,1
бо00012656,0
бо00035979,1
бо00002132,0
бо00039956,1
бо00002569,0
бо00020188,0
бо00020810,0
бо00005305,1
бо00058851,1
бо00051255,1
бо00051539,0
бо00014550,1
бо00014235,0
бо00015988,1
бо00007228,1
бо00036589,0
бо00026358,0
бо00017908,0
бо00058751,0
бо00036360,1
бо00010230,1
бо00005131,0
бо00029035,0
бо00032097,1
бо00015714,1
бо00009001,0
бо00047446,0
бо00016904,0
бо00036668,0
бо00019293,0
бо00003850,0
бо00044523,0
бо00028955,0
бо00031875,0
бо00053410,0
бо00037762,0
бо00049575,1
бо00059858,0
бо00038728,0
бо00010586,0
бо00007720,0
бо00034622,0
бо00006913,0
бо00012801,0
бо00023152,0
бо00008226,1
бо00035726,0
бо00006911,0
бо00004460,0
бо00020509,0
бо00031160,1
бо00026473,0
бо00010585,1
бо00000206,1
бо00009483,0
бо00041146,0
бо00059567,1
бо00013958,0
бо00015593,1
бо00015119,0
бо00001768,1
бо00011068,0
бо00051844,0
бо00034841,1
бо00061812,1
бо00025045,1
бо00018573,1
бо00015095,1
бо00019451,1
бо00038813,0
бо00020671,0
бо00040453,0
бо00035592,0
бо00049096,0
бо00002238,0
бо00021292,0
бо00044985,0
бо00016976,1
бо00017284,0
бо00030604,1
бо00058141,1
бо00016812,0
бо00022202,1
бо00052014,0
бо00028610,0
бо00044425,0
бо00004545,1
бо00042339,1
бо00048969,0
бо00009608,1
бо00057323,1
бо00023625,1
бо00019640,0
бо00038619,0
бо00022804,1
бо00052941,1
бо00013523,0
бо00025247,0
бо00024393,0
бо00055754,1
бо00011779,0
бо00049071,1
бо00023981,0
бо00044898,1
бо00052393,1
бо00001791,0
бо00018404,0
бо00009652,0
бо00034602,0
бо00041339,1
бо00048166,0
бо00008364,0
бо00062770,1
бо00020008,1
бо00008801,0
бо00043006,0
бо00038018,0
бо00016257,1
бо00018547,0
бо00037401,0
бо00013521,1
бо00004064,0
бо00016236,1
бо00062110,1
бо00039018,1
бо00010131,0
бо00058763,1
бо00051297,1
бо00054630,0
бо00028431,0
бо00054199,0
бо00017015,0
бо00048072,0
бо00005779,0
бо00052764,0
бо00019879,0
бо00049250,0
бо00051910,0
бо00024664,1
бо00036094,0
бо00026898,0
бо00032529,0
бо00049260,1
бо00050284,0
бо00006617,0
бо00007092,1
бо00006688,1
бо00061750,1
бо00013926,1
бо00018475,0
бо00042519,1
бо00031985,0
бо00002147,1
бо00003709,1
бо00060826,1
бо00061114,0
бо00049441,0
бо00001576,0
бо00021848,1
бо00042711,0
бо00015955,1
бо00041225,0
бо00040754,0
бо00051639,0
бо00042285,1
бо00041448,1
бо00026650,0
бо00023888,1
бо00034933,1
бо00059607,1
бо00018732,1
бо00025050,1
бо00027002,0
бо00010196,1
бо00005101,1
бо00002767,0
бо00041169,0
бо00001549,1
бо00043842,1
бо00006783,0
бо00060766,1
бо00050017,0
бо00012447,0
бо00025265,0
бо00013979,1
бо00061101,0
бо00055591,0
бо00052733,1
бо00015114,0
бо00053377,1
бо00035391,0
бо00024986,0
бо00045688,0
бо00008143,1
бо00035593,1
бо00019496,1
бо00000795,0
бо00009266,0
бо00032936,0
бо00024250,1
бо00009764,0
бо00035468,0
бо00011966,0
бо00060270,0
бо00024269,0
бо00008284,1
бо00004403,0
бо00017854,0
бо00031988,0
бо00039944,1
бо00060349,0
бо00014370,1
бо00043132,0
бо00013739,0
бо00057275,0
бо00062583,0
бо00039630,0
бо00000012,0
бо00052989,0
бо00001403,0
бо00046417,0
бо00017603,0
бо00009354,0
бо00005273,0
бо00044566,0
бо00035926,0
бо00025530,0
бо00004831,1
бо00000764,0
бо00002097,0
бо00027571,1
бо00017437,0
бо00018981,0
бо00054653,1
бо00017973,0
бо00040502,1
бо00025764,1
бо00012887,1
бо00002981,0
бо00044820,1
бо00041039,0
бо00057252,0
бо00058813,1
бо00055903,0
бо00014314,0
бо00001230,0
бо00013269,0
бо00050922,1
бо00037427,0
бо00015024,1
бо00030569,1
бо00055046,0
бо00012697,1
бо00041590,0
бо00045284,0
бо00058956,0
бо00005063,0
бо00062662,0
бо00039194,0
бо00025273,0
бо00051302,0
бо00039843,1
бо00025016,1
бо00006790,1
бо00011070,1
бо00051243,0
бо00017853,1
бо00022069,0
бо00057098,1
бо00056717,1
бо00034808,0
бо00054897,1
бо00051663,0
бо00000924,1
бо00046996,0
бо00012676,1
бо00045139,1
бо00025288,1
бо00003510,0
бо00048462,0
бо00008662,0
бо00062438,0
бо00015140,0
бо00059404,1
бо00005766,0
бо00014030,1
бо00033192,1
бо00009706,0
бо00046807,0
бо00029564,1
бо00012554,1
бо00025624,1
бо00059184,0
бо00004584,1
бо00034275,0
бо00029289,1
бо00013253,1
бо00019047,0
бо00050998,0
бо00032091,0
бо00014519,1
бо00037850,1
бо00012440,0
бо00036672,0
бо00018205,1
бо00056801,0
бо00009628,1
бо00057580,1
бо00023395,0
бо00023139,1
бо00040311,0
бо00038193,0
бо00053141,0
бо00037499,1
бо00016842,0
бо00055678,0
бо00011540,1
бо00036472,0
бо00056518,0
бо00053983,0
бо00051152,0
бо00033882,0
бо00051186,1
бо00004248,0
бо00050794,0
бо00006619,0
бо00001699,0
бо00000034,0
бо00015556,0
бо00003775,1
бо00051603,1
бо00027590,1
бо00000333,1
бо00043181,0
бо00026908,0
бо00041569,1
бо00056753,1
бо00031544,1
бо00045268,0
бо00001977,0
бо00058054,1
бо00062428,0
бо00059643,1
бо00049339,1
бо00002339,0
бо00001174,0
бо00041955,1
бо00048621,1
бо00034579,0
бо00032301,1
бо00005233,0
бо00046902,0
бо00049999,1
бо00004120,1
бо00022052,0
бо00021810,1
бо00047539,0
бо00037013,0
бо00054613,0
бо00018046,1
бо00011039,1
бо00032068,0
бо00000839,1
бо00034853,1
бо00002690,0
бо00011575,1
бо00012740,0
бо00062557,0
бо00011065,0
бо00044803,1
бо00053114,0
бо00040053,0
бо00010727,0
бо00033470,1
бо00019099,0
бо00005955,0
бо00035830,1
бо00019424,0
бо00056352,1
бо00007980,1
бо00019920,1
бо00017600,0
бо00014794,0
бо00028571,1
бо00035723,0
бо00057415,1
бо00000323,1
бо00037901,0
бо00057391,1
бо00047638,0
бо00049532,1
бо00060311,0
бо00058783,0
бо00059087,1
бо00007888,0
бо00015373,0
бо00046523,1
бо00033772,0
бо00001489,1
бо00058166,1
бо00054466,1
бо00042247,0
бо00058804,1
бо00005185,1
бо00042323,0
бо00019526,1
бо00051599,1
бо00045521,1
бо00060320,0
бо00017493,0
бо00032541,1
бо00013642,0
бо00013733,1
бо00033150,0
бо00055746,0
бо00047406,0
бо00056562,0
бо00059883,0
бо00009750,0
бо00059190,0
бо00059127,0
бо00020824,1
бо00054041,0
бо00007262,1
бо00050733,1
бо00000512,1
бо00049660,0
бо00013633,1
бо00042095,1
бо00039068,0
бо00038499,0
бо00000188,1
бо00037574,1
бо00016905,1
бо00033060,0
бо00015274,1
бо00022896,0
бо00011427,0
бо00018709,0
бо00037898,1
бо00018653,1
бо00021258,1
бо00060284,1
бо00002944,0
бо00003779,0
бо00023144,1
бо00043460,0
бо00009874,0
бо00052144,0
бо00014837,0
бо00043947,1
бо00056435,0
бо00047169,0
