MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00058615,1450,75,2,0.610332103,0.639616236,低级别,0
‘00058616,1426,105,11,0.573495338,0.621958745,低级别,0
‘00058617,1467,298,2,0.669549386,0.729449249,低级别,1
‘00058618,1458,75,17,0.576694232,0.602540339,低级别,0
‘00058620,1446,10,24,0.759191605,0.750056743,低级别,0
‘00058621,1448,71,7,0.553562481,0.698344523,低级别,0
‘00058622,1440,1,25,0.186300712,0.613305006,低级别,0
‘00058623,1398,102,9,0.661577378,0.819097479,低级别,0
‘00058624,1391,37,2,0.472302158,0.505,低级别,1
‘00058625,1440,563,4,0.509303495,0.66547649,低级别,1
‘00058626,1316,213,5,0.823188914,0.978095071,低级别,1
‘00058627,1308,430,3,0.088704089,0.792238392,低级别,1
‘00058628,1463,66,14,0.683236931,0.753135436,低级别,0
‘00058629,1457,30,13,0.562994652,1.265279572,低级别,0
‘00058630,1456,177,14,0.667308244,0.71865105,低级别,1
‘00058631,1452,36,10,0.647036498,0.668984756,低级别,0
‘00058632,1422,55,6,0.768866435,0.75897695,低级别,0
‘00058633,1424,77,5,0.64892562,0.766394215,低级别,1
‘00058634,1421,147,7,0.732139855,0.840787527,低级别,0
‘00058635,1439,193,2,0.559454855,0.72,低级别,1
‘00058638,1380,293,5,0.450985799,0.610983042,低级别,0
‘00058639,1390,271,3,0.776201734,0.928242711,低级别,0
‘00058640,1447,34,23,0.274188539,0.556109127,低级别,0
‘00058641,1468,102,5,0.850517688,1.231566005,低级别,0
‘00058642,1474,79,3,0.799880526,0.864635603,低级别,0
‘00058643,1444,100,7,0.365954883,0.499614432,低级别,0
‘00058644,1444,349,4,0.37022811,0.590652191,低级别,1
‘00058645,1443,35,33,2.207473467,0.871783608,中等级别,0
‘00058646,1442,126,4,0.662672065,0.730749798,低级别,0
‘00058647,1423,38,45,0.646100116,0.722256223,低级别,0
‘00058648,1434,42,15,0.653428264,0.739372937,低级别,0
‘00058649,1316,32,3,0.593002915,0.660151603,低级别,0
‘00058650,1467,109,14,0.683906862,0.784848547,低级别,1
‘00058652,1313,34,16,0.348004192,0.734091169,低级别,0
‘00058653,1331,16,18,0.492501339,0.799137319,低级别,0
‘00058654,1312,15,25,0.5019516,0.592297684,低级别,0
‘00058655,1290,116,10,0.536747724,0.647593398,低级别,0
‘00058656,1442,44,2,0.790279028,0.878676868,低级别,0
‘00058657,1417,73,10,0.615163999,0.716056213,低级别,0
‘00058658,1434,619,2,0.864260295,1,低级别,1
‘00058659,1413,35,10,0.82213764,0.765238144,低级别,0
‘00058660,1414,512,6,0.443097749,0.601416654,低级别,1
‘00058661,1544,6,9,0.612560226,0.751849144,低级别,0
‘00058662,1418,146,11,0.523237495,0.734598923,低级别,0
‘00058663,1372,326,10,0.668512658,0.688706487,低级别,1
‘00058664,1369,68,5,0.548258843,0.601146148,低级别,0
‘00058665,1371,92,4,0.696273993,0.769147535,低级别,0
‘00058666,1321,188,7,0.742344707,0.678464567,低级别,0
‘00058667,683,309,8,0.178871201,0.666222865,低级别,1
‘00058668,1418,39,7,0.776750142,0.833881616,低级别,0
‘00058669,1368,99,4,0.749937422,0.673404255,低级别,0
‘00058670,1291,26,22,0.615210712,0.843588198,低级别,0
‘00058671,1287,80,17,0.716982038,0.776330804,低级别,0
‘00058672,1286,40,19,0.657490183,0.768408388,低级别,0
‘00058673,1385,179,21,0.28089285,0.396374758,低级别,1
‘00058674,1389,319,4,0.265513875,0.435971273,低级别,1
‘00058675,1410,376,3,0.29015544,0.8,低级别,1
‘00058676,1362,235,2,0.900611621,0.92,低级别,1
‘00058677,1361,18,2,0.526721233,0.625,低级别,1
‘00058678,1042,95,17,0.583096687,0.615355871,低级别,0
‘00058679,1339,30,15,0.77486946,0.78414848,低级别,0
‘00058680,1552,635,2,0.416392243,0.448005854,低级别,1
‘00058681,1395,493,5,0.127925966,0.889425694,低级别,1
‘00058682,874,49,8,0.319715527,0.655116555,低级别,0
‘00058683,1331,201,9,0.64056188,0.699839332,低级别,0
‘00058684,875,164,10,0.873141801,0.913992144,低级别,0
‘00058685,1299,342,2,0.554024968,0.559685751,低级别,1
‘00058686,1168,15,58,1.325749877,1.448642081,高级别,0
‘00058687,1063,579,5,0.481699573,0.673120887,低级别,1
‘00058688,1048,9,11,0.520408706,0.600098451,低级别,0
‘00058689,1350,636,3,0.397058824,0.886134454,低级别,1
‘00058690,1194,44,18,1.041733256,0.89048489,低级别,0
‘00058691,1218,206,5,0.385789756,0.803961318,低级别,1
‘00058692,1202,169,6,0.479368653,0.877608556,低级别,0
‘00058693,1207,22,21,0.6356035,1.029507529,高级别,0
‘00058694,1238,574,7,0.693266512,0.648952711,低级别,1
‘00058695,1299,19,17,0.243768801,0.693602278,低级别,0
‘00058696,1183,26,42,0.684269931,0.72402596,低级别,0
‘00058697,860,191,8,0.648913453,0.629325462,低级别,0
‘00058698,856,119,17,0.558239749,0.621202664,低级别,1
‘00058699,731,4,8,0.469397668,0.667159165,低级别,0
‘00058700,717,118,14,0.632629684,0.593571429,低级别,0
‘00058701,1178,611,3,0.340630473,0.547110333,低级别,1
‘00058702,1067,69,8,0.608300281,0.65327271,低级别,0
‘00058703,1359,3,3,0.616845582,0.604099917,低级别,0
‘00058704,1297,472,4,0.487617421,0.752063763,低级别,1
‘00058705,1359,204,11,0.696649672,0.719593044,低级别,1
‘00058706,1342,52,7,0.750741107,0.798125,低级别,0
‘00058707,628,619,2,0.785986654,0.85,低级别,1
‘00058708,1149,229,2,0.679307502,0.657749382,低级别,0
‘00058709,1260,37,24,0.521184861,0.627453095,低级别,0
‘00058710,1320,85,22,0.298809974,0.763161768,低级别,1
‘00058711,1386,68,6,0.872730711,0.804311649,低级别,0
‘00058712,1276,517,2,1.736842105,1,低级别,1
‘00058713,1267,156,7,0.526880621,0.555517171,低级别,0
‘00058714,1251,20,21,0.487550241,0.672013448,低级别,0
‘00058715,1077,501,5,0.681806179,0.649326644,低级别,1
‘00058716,1077,145,7,0.739547038,0.776304878,低级别,0
‘00058717,1085,19,37,0.672092969,0.787847179,中等级别,0
‘00058718,1342,624,6,0.360569872,0.41433061,低级别,1
‘00058719,1322,135,5,0.291275726,0.747590799,低级别,0
‘00058720,1297,207,7,0.618313985,0.649984811,低级别,0
‘00058721,1391,147,7,0.706765488,0.76281642,低级别,1
‘00058722,1355,61,11,0.497762478,0.723523236,低级别,0
‘00058723,1352,620,3,0.720329465,0.696649195,低级别,1
‘00058724,1414,201,2,0.553722903,0.548317625,低级别,1
‘00058725,1327,22,6,0.557168379,0.590329388,低级别,0
‘00058726,1409,146,3,0.699367089,0.891077268,低级别,0
‘00058727,1121,10,2,0.488581605,0.556237167,低级别,0
‘00058729,1124,193,7,0.240002803,0.695714286,低级别,1
‘00058730,1170,13,13,0.584303857,0.624040499,低级别,0
‘00058731,1107,33,40,0.670415438,0.681682645,低级别,0
‘00058732,1086,302,3,0.204678363,0.821271294,低级别,1
‘00058733,1087,137,7,0.604798551,0.641568583,低级别,0
‘00058734,1345,422,2,0.666219839,0.751876676,低级别,1
‘00058735,1215,21,10,0.460815918,0.581109938,低级别,0
‘00058736,1376,452,2,0.585413929,0.55,低级别,1
‘00058737,1168,199,8,0.677595251,0.794260077,低级别,0
‘00058738,1129,567,2,0.607882432,0.65,低级别,1
‘00058739,1118,159,2,0.605587313,0.76,低级别,1
‘00058740,1113,195,7,0.604997501,0.652766617,低级别,0
‘00058741,1100,63,23,0.234095668,0.648265421,低级别,0
‘00058742,1008,29,10,0.524317337,0.900405558,低级别,0
‘00058743,1282,49,11,0.631780269,0.740433512,低级别,0
‘00058744,1307,51,4,0.709759189,0.707501358,低级别,0
‘00058745,1390,76,7,0.842784627,0.833171864,低级别,0
‘00058746,1222,11,7,0.64158925,0.726770902,低级别,0
‘00058747,1293,207,15,0.601079926,0.859229811,低级别,1
‘00058748,1318,279,7,0.842007722,0.927142857,低级别,1
‘00058749,1305,168,10,0.849538563,0.712404417,低级别,0
‘00058750,1139,223,7,0.617115581,0.636805319,低级别,1
‘00058751,1291,109,6,0.708428647,0.655421432,低级别,0
‘00058752,1092,10,15,0.57334413,0.64078413,低级别,0
‘00058753,1266,36,36,0.424925776,0.806177069,中等级别,0
‘00058754,1396,5,9,0.617985125,0.633045601,低级别,0
‘00058755,1398,12,31,0.623505335,0.660521063,低级别,0
‘00058756,1319,397,2,0.940070505,1,低级别,1
‘00058757,1267,165,5,0.541790063,0.579295821,低级别,1
‘00058758,1217,33,22,0.697560863,0.816183523,低级别,0
‘00058759,1211,225,3,0.878817979,1.164978892,高级别,1
‘00058760,1241,236,9,0.672896055,0.661343594,低级别,1
‘00058761,1278,102,8,0.859649123,1.028666369,低级别,0
‘00058762,1246,174,5,0.79252704,0.806,低级别,0
‘00058763,1251,314,8,0.974643221,0.893233945,低级别,1
‘00058764,1194,646,2,0.807109557,0.778263403,低级别,1
‘00058765,1249,348,6,0.574746178,0.614890886,低级别,1
‘00058766,1228,23,31,0.653424562,0.671560776,低级别,0
‘00058767,1233,4,2,0.381755046,0.868923533,低级别,0
‘00058768,1408,3,38,0.629065014,0.626255835,低级别,0
‘00058770,1358,73,11,0.535627081,0.656703663,低级别,0
‘00058771,1358,5,14,0.646470039,0.66312158,低级别,0
‘00058772,1391,173,10,0.499624672,0.533879645,低级别,1
‘00058773,1111,135,24,0.785874823,0.841894513,低级别,1
‘00058774,481,172,3,0.259305556,0.309333333,低级别,0
‘00058775,1172,43,25,0.638162213,0.674451008,低级别,0
‘00058776,1190,97,3,0.774725275,0.75,低级别,0
‘00058777,1224,231,3,0.25207107,0.716666667,低级别,1
‘00058778,477,142,6,0.20407767,0.608257864,低级别,0
‘00058779,1367,526,3,0.438964242,0.4,低级别,1
‘00058780,1390,13,37,0.630288423,0.667614533,低级别,0
‘00058781,1438,206,12,0.377655022,0.539755699,低级别,1
‘00058782,828,118,5,0.660434828,0.762130028,低级别,0
‘00058783,1321,25,12,0.749547496,0.79262117,低级别,0
‘00058784,1296,4,23,0.638769986,0.70460846,低级别,0
‘00058785,1278,4,23,0.63317769,0.727177382,低级别,0
‘00058786,525,225,7,0.542703473,0.61562986,低级别,1
‘00058787,1405,512,3,1.002265861,0.967314955,低级别,1
‘00058788,1341,8,21,0.570246189,0.732437819,低级别,0
‘00058789,1265,425,4,0.784158416,0.825,低级别,1
‘00058790,1115,67,13,0.669944528,0.696166793,低级别,0
‘00058791,1185,6,16,0.651990114,0.670596384,低级别,0
‘00058792,1199,176,5,0.368008186,0.496383015,低级别,0
‘00058794,1307,25,6,1.205708408,1.40178452,低级别,0
‘00058795,1268,5,54,0.773840619,0.782877959,中等级别,0
‘00058796,1433,209,3,0.684511647,0.788192344,低级别,1
‘00058797,1429,264,6,0.679150412,0.72016645,低级别,1
‘00058798,1428,13,46,0.404298077,0.764737193,中等级别,0
‘00058799,1366,90,12,0.813220365,0.667608579,低级别,0
‘00058800,1346,67,11,0.603522355,0.670953333,低级别,0
‘00058801,1015,273,35,0.620721861,0.721316079,中等级别,1
‘00058802,1072,326,5,0.564250588,0.52142399,低级别,1
‘00058803,1315,613,2,0.401342194,0.75,低级别,1
‘00058804,1339,403,6,0.563843236,0.625605021,低级别,1
‘00058805,1323,413,6,0.595437917,0.636007101,低级别,1
‘00058806,1332,95,14,0.67124905,1.022610665,低级别,0
‘00058807,1320,107,28,0.655938851,0.702812783,低级别,0
‘00058808,1152,7,48,0.7791943,0.72885665,低级别,0
‘00058810,1374,241,2,0.294310007,0.81,低级别,1
‘00058811,1278,144,13,0.619797283,0.84096075,低级别,1
‘00058812,1404,7,9,0.772704275,0.749722995,低级别,0
‘00058813,1379,220,2,1.201845018,1.41,低级别,1
‘00058814,1250,136,2,0.694589513,0.817768958,低级别,0
‘00058815,1380,14,17,0.516160081,0.57870618,低级别,0
‘00058816,1360,21,4,0.556297207,0.603966274,低级别,0
‘00058817,1266,9,5,0.494260821,0.549954363,低级别,0
‘00058818,747,686,2,0.397529478,0.4,低级别,1
‘00058819,1355,139,5,0.797939515,0.800410435,低级别,0
‘00058820,1341,68,6,0.504470839,0.521549446,低级别,0
‘00058821,1288,553,2,1.563157895,0.9,低级别,1
‘00058822,996,401,7,0.961923519,0.905859183,低级别,1
‘00058823,1208,80,4,0.55034642,0.616191686,低级别,0
‘00058824,1356,551,3,0.829428304,1,低级别,1
‘00058825,1379,213,8,0.470989761,0.413492905,低级别,0
‘00058826,1376,177,8,0.7320531,0.966043305,低级别,1
‘00058827,1457,85,13,0.817566107,0.853136393,低级别,0
‘00058828,1323,14,7,0.373128288,0.707640631,低级别,0
‘00058829,1383,103,5,0.376647542,0.549334781,低级别,0
‘00058830,1382,179,2,0.518248175,0.7,低级别,1
‘00058831,1378,601,9,0.760921248,0.713491828,低级别,1
‘00058832,1295,412,3,0.7145829,0.763449137,低级别,1
‘00058833,1287,565,2,0.79233493,0.910435326,低级别,1
‘00058834,1321,599,4,1.65,0.95,低级别,1
‘00058835,1432,69,25,1.218257576,0.768208333,低级别,0
‘00058836,947,80,26,0.492702281,0.509110812,低级别,0
‘00058838,1417,10,47,0.288271506,0.677029822,中等级别,0
‘00058839,1417,23,16,0.982834594,0.933849392,低级别,0
‘00058840,1411,156,2,0.824181626,0.831605069,低级别,0
‘00058841,1081,39,9,0.461515742,0.595934196,低级别,0
‘00058842,1284,165,9,0.582918223,0.762218763,低级别,0
‘00058843,1198,10,32,0.912104623,0.904549444,低级别,0
‘00058844,1262,158,8,0.685328668,0.8381992,低级别,1
‘00058846,1145,102,11,0.65698388,0.661020375,低级别,1
‘00058847,1232,184,14,0.829553816,0.791613486,低级别,0
‘00058848,1073,6,6,0.454558716,0.522561634,低级别,0
‘00058849,975,4,82,0.773335717,0.847254187,高级别,0
‘00058850,982,342,2,0.595524476,0.654223776,低级别,1
‘00058851,1013,402,6,0.815578465,0.870326981,低级别,1
‘00058852,1023,219,16,0.677374688,0.708929659,低级别,1
‘00058853,1196,93,20,0.849855312,0.982171145,高级别,0
‘00058854,1095,117,21,0.273218101,0.854179452,低级别,1
‘00058855,1141,86,3,0.602681852,0.703488244,低级别,0
‘00058856,1122,516,2,0.825077399,0.85,低级别,1
‘00058857,1230,166,7,0.504046725,0.557035461,低级别,1
‘00058858,1237,11,10,0.688672011,0.774627396,低级别,0
‘00058859,1246,47,4,0.274686394,0.479634395,低级别,0
‘00058860,741,81,19,0.677410844,0.715242074,低级别,0
‘00058861,1279,537,4,1.124523507,0.775,低级别,1
‘00058862,994,36,30,0.666266617,0.78238614,低级别,0
‘00058863,989,12,52,0.826239896,0.857146991,中等级别,0
‘00058864,990,142,13,0.68462319,0.695326077,低级别,0
‘00058865,1004,14,5,0.625930101,0.694,低级别,0
‘00058866,968,119,2,0.73805707,0.781413915,低级别,1
‘00058867,970,480,2,0.272530642,0.549267003,低级别,1
‘00058868,1148,93,21,0.706913623,0.669694799,低级别,0
‘00058869,1207,415,10,0.252589524,0.696178603,低级别,1
‘00058870,1095,12,32,0.572603093,0.645850646,低级别,0
‘00058871,1166,10,41,0.727417303,0.735282019,中等级别,0
‘00058872,1115,88,14,0.41278561,0.7681614,低级别,0
‘00058873,1239,165,2,0.627758705,0.74,低级别,1
‘00058874,1251,251,13,0.365818263,0.73396331,低级别,1
‘00058875,1232,584,2,0.69793621,1.242213884,低级别,1
‘00058876,1243,644,2,0.257731959,0.45,低级别,1
‘00058877,1230,22,43,0.6130879,0.988658044,高级别,0
‘00058878,1254,426,5,0.124449054,1,低级别,1
‘00058879,1258,164,9,0.680389222,0.784299214,低级别,1
‘00058881,1265,214,6,0.959624981,0.91854529,低级别,1
‘00058882,1248,298,2,0.360531309,0.397817837,低级别,1
‘00058883,1252,44,22,1.382173315,1.320062724,低级别,0
‘00058884,1261,460,5,0.900971677,0.901674592,低级别,1
‘00058885,1235,76,2,0.652522395,0.624398868,低级别,1
‘00058886,1252,13,13,0.727145248,0.672478853,低级别,0
‘00058887,1244,24,6,0.529597119,0.765257709,低级别,0
‘00058888,1214,383,4,0.343869088,0.637648509,低级别,1
‘00058889,1270,114,5,0.376631421,0.649750476,低级别,0
‘00058890,1269,18,10,0.631833241,0.693034925,低级别,0
‘00058891,1271,96,17,0.485290641,0.622066403,低级别,0
‘00058892,1243,13,20,0.656051176,0.784,低级别,0
‘00058893,1230,77,17,0.709689725,0.678074771,低级别,0
‘00058894,1270,79,30,0.716862859,0.801567122,高级别,1
‘00058895,1254,302,7,0.279660094,0.391706613,低级别,1
‘00058896,1279,132,5,0.696905518,0.80674197,低级别,0
‘00058897,1287,678,4,0.354884189,0.55,低级别,1
‘00058898,1191,77,5,0.462720733,0.94,低级别,0
‘00058899,1238,45,40,0.455725648,0.837844243,高级别,0
‘00058900,1254,69,4,0.636527215,0.676997301,低级别,0
‘00058901,1194,26,9,0.963533641,0.893333333,低级别,0
‘00058902,1201,516,7,0.478435498,0.676599407,低级别,1
‘00058903,1206,195,13,0.564828955,0.794613622,低级别,1
‘00058904,1226,424,2,0.345704118,0.4,低级别,1
‘00058905,1209,17,9,0.813521414,1.049346687,低级别,0
‘00058906,1208,210,31,0.611601008,0.690355207,中等级别,1
‘00058907,1155,41,8,0.537826087,0.61092,低级别,0
‘00058908,1205,702,3,0.36663286,0.572058824,低级别,1
‘00058909,1223,262,9,0.665724328,0.809092298,低级别,1
‘00058910,1220,236,9,0.393027491,0.914369959,低级别,1
‘00058911,1215,6,12,0.599371069,0.764957772,低级别,0
‘00058912,1228,23,4,0.555343147,0.565106098,低级别,0
‘00058913,1153,371,2,0.615628563,0.725,低级别,1
‘00058914,1006,18,31,0.741654979,0.648613905,低级别,0
‘00058915,1079,111,3,0.33829057,0.370465762,低级别,0
‘00058916,1126,76,17,0.585953822,0.658826271,低级别,0
‘00058917,1149,573,4,0.807439825,0.9,低级别,1
‘00058918,1034,307,5,0.75756187,0.634036053,低级别,1
‘00058919,1205,10,56,0.730532133,0.732875363,低级别,0
‘00058920,903,459,8,0.543831307,0.592725959,低级别,1
‘00058921,1219,89,18,0.864107946,0.827304348,低级别,0
‘00058922,1115,117,5,0.614254793,0.699400124,低级别,1
‘00058923,1148,205,7,0.259238831,0.765328185,低级别,1
‘00058924,1089,35,12,0.544098432,0.576003375,低级别,0
‘00058925,1086,270,12,0.837925675,0.956252649,低级别,1
‘00058926,1017,521,5,0.3497122,0.562908887,低级别,1
‘00058927,997,11,26,0.670726705,0.683737023,低级别,0
‘00058928,1305,79,10,0.562391895,0.641051808,低级别,0
‘00058929,1120,627,7,0.686597111,0.842857143,低级别,1
‘00058930,1120,298,11,0.776592219,0.789876069,低级别,1
‘00058931,1165,212,2,0.826542491,0.845,低级别,1
‘00058932,1084,248,7,0.723601987,0.673464188,低级别,1
‘00058933,1083,5,10,0.944480171,0.918,低级别,0
‘00058934,1290,118,15,0.385338824,0.618564892,低级别,0
‘00058935,1301,691,4,0.518939868,0.637865583,低级别,1
‘00058936,1300,23,15,0.721229964,0.718631338,低级别,0
‘00058937,1205,24,18,1.083402209,0.961206702,低级别,0
‘00058938,1218,8,7,1.057508897,1.146760142,高级别,0
‘00058939,1268,186,3,0.19213691,0.411572618,低级别,0
‘00058940,1094,134,5,0.419180328,0.591081967,低级别,0
‘00058941,1155,605,5,0.726934697,0.716662793,低级别,1
‘00058942,1089,92,6,0.511516179,0.527090575,低级别,0
‘00058943,939,223,4,0.432808547,0.558614001,低级别,0
‘00058944,1099,207,7,0.356601955,0.970625086,低级别,1
‘00058945,1216,175,8,0.52169284,0.540959099,低级别,1
‘00058946,1224,438,5,0.782186235,0.751902834,低级别,1
‘00058947,1188,83,16,0.946720158,0.927124155,低级别,0
‘00058948,1261,361,6,3.400694559,1.262245742,低级别,1
‘00058949,1173,49,16,0.825361863,0.839068597,低级别,0
‘00058951,1107,131,6,0.854282116,0.877921914,低级别,0
‘00058952,1225,1,38,0.718990531,0.810384456,低级别,0
‘00058953,1220,66,4,0.686227545,0.775125749,低级别,0
‘00058954,1241,49,47,0.95242374,0.860040125,低级别,0
‘00058955,1257,517,11,0.771159627,0.77188736,低级别,1
‘00058956,1244,26,5,0.70456503,0.57,低级别,0
‘00058957,691,94,8,0.47887057,0.495042638,低级别,0
‘00058958,1078,8,15,0.629749193,0.660156444,低级别,0
‘00058959,1111,16,18,0.752115752,0.698693421,低级别,0
‘00058960,1111,478,2,0.387203988,0.4,低级别,1
‘00058961,1231,8,7,0.640061397,0.713553338,低级别,0
‘00058962,671,667,2,0.466545455,0.475,低级别,1
‘00058963,1188,59,16,0.828991277,0.865678824,低级别,0
‘00058964,1189,76,7,1.038626609,1.361859191,低级别,0
‘00058965,626,206,9,0.497158082,0.596097691,低级别,1
‘00058966,1128,32,32,0.748118027,0.806871555,低级别,0
‘00058967,1204,4,7,0.838224114,0.888471948,低级别,0
‘00058968,1210,63,17,0.853708762,0.863026266,低级别,0
‘00058969,1223,184,8,0.541126722,0.700698404,低级别,0
‘00058970,1132,20,10,0.71912318,0.843774742,低级别,0
‘00058971,573,570,2,0.681918819,0.8,低级别,1
‘00058972,529,396,4,0.764785248,0.725770182,低级别,1
‘00058973,1144,268,13,0.790963917,0.779121946,低级别,1
‘00058974,1126,4,35,0.667657075,0.721790049,低级别,0
‘00058975,1188,413,10,0.554678692,0.615,低级别,1
‘00058976,1159,4,24,0.808551854,0.763835578,低级别,0
‘00058977,1243,332,9,1.137317303,1.171608322,低级别,1
‘00058978,1244,73,27,0.673578568,0.672923734,低级别,0
‘00058979,1240,35,8,0.573913043,0.690957829,低级别,0
‘00058980,1209,50,10,0.339228296,0.525650395,低级别,0
‘00058981,1219,83,15,0.388275402,0.476326243,低级别,0
‘00058982,1226,308,2,0.70091673,0.727406417,低级别,1
‘00058983,1239,97,10,0.550840591,0.720297752,低级别,0
‘00058984,1239,12,2,0.966804979,1.104045643,低级别,0
‘00058985,1241,45,6,0.489482722,0.51,低级别,0
‘00058986,1196,265,5,0.544920476,0.585194154,低级别,1
‘00058987,1196,34,21,1.254413656,1.406226665,中等级别,0
‘00058988,1224,204,3,0.77264239,0.72070028,低级别,0
‘00058989,1225,21,41,0.711689526,0.718668908,低级别,0
‘00058990,1227,118,29,0.679079474,0.769318221,低级别,0
‘00058991,539,342,8,0.666024715,0.68245065,低级别,1
‘00058992,1231,55,13,0.6057965,0.687283669,低级别,0
‘00058993,1223,10,25,0.681729714,0.760244785,低级别,0
‘00058994,1228,114,15,0.369660723,0.595870344,低级别,0
‘00058995,1278,138,16,0.579987592,0.724500872,低级别,0
‘00058996,1129,165,4,0.386732534,0.360296401,低级别,0
‘00058997,1170,28,12,0.335357244,0.559320343,低级别,0
‘00058998,1183,130,8,0.487846324,0.528639823,低级别,0
‘00058999,1238,8,43,1.241719038,1.388142957,高级别,0
‘00059000,1240,68,3,0.514864423,0.586573015,低级别,0
‘00059001,1242,501,2,0.315281899,0.45,低级别,1
‘00059002,1213,106,4,0.901100492,0.952855488,低级别,0
‘00059003,1232,34,5,0.624887433,0.549237004,低级别,0
‘00059004,1083,105,8,0.792238881,0.816391584,低级别,0
‘00059005,1093,309,10,1.593357271,0.94008079,低级别,1
‘00059006,1118,345,19,0.495586956,0.572368748,低级别,1
‘00059007,1121,488,2,1.972260749,1,低级别,1
‘00059008,1182,8,10,0.72277551,0.758626939,低级别,0
‘00059009,901,2,12,0.703904745,0.755771319,低级别,0
‘00059010,1189,95,5,0.460102816,0.508214126,低级别,0
‘00059011,1184,356,7,0.656940651,0.649062578,低级别,1
‘00059012,724,83,11,0.353699476,0.399090909,低级别,0
‘00059013,614,606,2,0.763609613,0.9,低级别,1
‘00059014,1186,704,2,0.722186077,0.75,低级别,1
‘00059015,1153,479,2,0.508269019,0.521958839,低级别,1
‘00059016,1195,500,11,0.400780852,0.935749448,低级别,1
‘00059017,1186,78,18,0.595339429,0.647341031,低级别,0
‘00059018,717,508,10,0.155202822,0.668496473,低级别,1
‘00059019,572,45,7,0.926054852,0.805879747,低级别,0
‘00059020,1101,395,17,0.78667459,0.706740697,低级别,1
‘00059021,517,13,16,0.646753147,0.719271335,低级别,0
‘00059022,1085,77,14,0.564102564,0.508527515,低级别,0
‘00059023,1068,410,2,0.342087077,0.77650311,低级别,1
‘00059024,1216,13,4,0.654730618,0.615,低级别,0
‘00059025,1069,676,3,0.422492401,0.440534086,低级别,1
‘00059026,1118,314,2,0.48455804,0.518743344,低级别,1
‘00059027,1111,48,4,0.717231897,0.815,低级别,1
‘00059028,1103,72,15,0.787327883,0.795906842,低级别,0
‘00059029,1096,55,35,0.895041621,0.742056541,低级别,0
‘00059030,1097,19,26,0.507596174,0.688148298,低级别,0
‘00059031,1092,603,2,0.791874555,0.700427655,低级别,1
‘00059032,1090,288,14,0.502141328,0.540698073,低级别,1
‘00059033,1091,14,6,0.496021901,0.638117889,低级别,0
‘00059034,1074,37,11,0.384665661,0.431982906,低级别,0
‘00059035,1081,176,3,0.55620155,0.546666667,低级别,1
‘00059036,541,134,2,0.559371933,0.660107949,低级别,1
‘00059037,860,52,14,0.76952745,0.917964559,中等级别,0
‘00059038,864,461,6,0.563649425,0.728807471,低级别,1
‘00059039,461,11,2,0.681166348,0.72,低级别,0
‘00059040,1152,168,5,0.627547435,0.611398454,低级别,0
‘00059041,1181,494,8,0.474290154,0.648626218,低级别,1
‘00059042,1057,148,2,0.648648649,0.678285714,低级别,1
‘00059043,1005,540,3,0.307211338,0.496053911,低级别,1
‘00059044,1125,2,7,0.743282616,0.688391065,低级别,0
‘00059045,886,570,4,0.870979145,0.790296925,低级别,1
‘00059046,950,505,11,0.428278828,0.720632211,低级别,1
‘00059047,1111,608,3,0.799414348,0.757430454,低级别,1
‘00059048,1181,2,43,0.536921058,0.699716944,中等级别,0
‘00059049,1100,301,3,1.083191851,0.967911715,低级别,0
‘00059050,717,337,5,0.425540465,0.658755927,低级别,0
‘00059051,1210,4,27,0.477690136,0.54469424,低级别,0
‘00059052,622,490,4,0.49140577,0.769019849,低级别,1
‘00059053,909,487,4,0.931941432,0.801925163,低级别,1
‘00059054,1167,2,33,0.74543632,0.776768228,中等级别,0
‘00059055,1169,110,11,0.689991446,0.881226689,低级别,0
‘00059056,1203,445,5,0.655922643,0.623341391,低级别,1
‘00059057,1193,217,8,0.428571429,0.69272964,低级别,0
‘00059058,1103,158,5,1.074912016,0.889673203,低级别,0
‘00059059,1141,2,17,0.494186276,0.600247133,低级别,0
‘00059060,1162,17,11,0.614108193,0.684210879,低级别,0
‘00059061,1213,151,9,0.335393992,0.737420984,低级别,0
‘00059062,1214,497,2,0.565101184,0.686330661,低级别,1
‘00059063,1213,17,15,0.553901456,0.597685632,低级别,0
‘00059064,1225,51,35,0.539109211,0.612732301,低级别,0
‘00059065,1217,9,13,0.631377826,0.666175996,低级别,0
‘00059066,1220,39,26,0.469645538,0.630531366,低级别,0
‘00059067,1205,214,33,0.818336035,0.788541109,低级别,1
‘00059068,1211,83,14,0.537627609,0.586832144,低级别,0
‘00059069,1199,60,21,0.687722873,0.650857106,低级别,0
‘00059070,1007,163,11,0.552241993,0.635881851,低级别,1
‘00059071,1166,30,2,0.964426877,0.915,低级别,0
‘00059072,875,71,7,0.61352657,0.617466267,低级别,0
‘00059073,1022,23,28,0.969499329,0.861970554,低级别,0
‘00059074,1020,460,5,0.655714286,0.600742857,低级别,1
‘00059075,1202,472,3,0.327680448,0.752646578,低级别,1
‘00059076,1070,27,2,0.489608076,0.561172803,低级别,1
‘00059077,925,1,24,0.657442982,0.692297474,低级别,0
‘00059078,1174,466,8,0.937292013,0.8,低级别,1
‘00059079,1206,534,3,0.522024367,0.75,低级别,1
‘00059081,741,183,15,0.83225012,0.784807416,低级别,1
‘00059082,1005,287,8,0.598298677,0.667249527,低级别,1
