MEMBER_NO,L,R,F,M,C,D
‘00056798,2387,63,4,0.839958341,0.898423885,低级别
‘00056800,2332,1,6,0.428652644,0.529133978,低级别
‘00056801,2385,41,18,0.78924468,0.781542593,低级别
‘00056802,2329,27,20,0.496357591,0.58189253,低级别
‘00056803,2352,175,3,0.608945572,0.662245375,低级别
‘00056804,2367,14,36,0.542303845,0.608279977,中等级别
‘00056806,2343,15,10,0.670585179,0.723124635,低级别
‘00056807,2355,14,10,0.601051791,0.628983491,低级别
‘00056810,2344,22,7,0.713221349,0.943327012,低级别
‘00056812,2316,20,24,0.731083119,0.827855274,低级别
‘00056813,2375,99,7,0.548202189,0.599050721,低级别
‘00056816,2392,106,3,1.068780488,0.898565854,低级别
‘00056819,2302,4,16,0.689198387,0.813752552,低级别
‘00056820,2347,3,12,0.639916372,0.906201887,低级别
‘00056821,2337,14,32,0.49378838,0.831798115,低级别
‘00056822,2338,11,3,0.344164803,0.759693611,低级别
‘00056823,2386,5,9,1.107683255,1.181515636,中等级别
‘00056824,2391,32,10,0.521171995,0.605701863,低级别
‘00056825,2328,139,3,0.327816166,0.499386148,低级别
‘00056826,2116,231,5,0.591119629,0.80325028,低级别
‘00056828,2357,257,10,0.539718766,0.703507325,低级别
‘00056829,2355,13,39,0.504314164,0.759024306,中等级别
‘00056830,2256,10,6,0.627678294,0.686938205,低级别
‘00056832,2332,2,45,0.601949254,0.611232425,低级别
‘00056834,2314,139,8,0.309435846,0.754300549,低级别
‘00056835,2352,5,2,0.647408207,0.701171706,低级别
‘00056836,2336,11,9,0.386326641,0.46584102,低级别
‘00056837,2369,112,19,1.284452242,1.419373903,低级别
‘00056838,2358,109,3,0.561724749,0.778865918,低级别
‘00056839,1632,72,17,0.960273409,1.166852837,中等级别
‘00056840,2327,2,4,0.547688707,0.577975424,低级别
‘00056841,2329,21,16,0.803953114,0.781008963,低级别
‘00056845,1992,137,8,0.777254734,0.790443993,低级别
‘00056847,2179,2,35,0.76342117,0.808367575,低级别
‘00056848,2366,56,5,0.329444274,0.641715865,低级别
‘00056851,1902,7,25,0.748232952,0.792728721,低级别
‘00056853,2323,57,13,0.460717219,0.533076923,低级别
‘00056856,2163,22,40,0.599167822,0.648157964,低级别
‘00056857,2231,20,17,0.576394431,0.62663829,低级别
‘00056858,2342,128,11,0.703738953,0.755987084,低级别
‘00056859,2363,147,3,0.400422132,0.673200663,低级别
‘00056861,2273,5,45,1.038580429,1.401278409,高级别
‘00056863,2266,188,3,1.001429082,0.973333333,低级别
‘00056864,2263,11,23,0.447261756,0.64234145,低级别
‘00056866,2344,5,3,0.567472699,0.539457878,低级别
‘00056869,2206,6,26,0.476834829,0.503846154,低级别
‘00056871,2223,27,3,0.568664533,0.695833576,低级别
‘00056875,2317,124,3,0.766536965,0.753765672,低级别
‘00056876,2275,6,28,0.939022284,0.905399896,低级别
‘00056879,2331,35,8,0.655816435,0.672718783,低级别
‘00056880,2319,161,4,0.79136528,0.818390597,低级别
‘00056881,1716,2,18,0.621044564,0.702674915,低级别
‘00056883,2266,264,3,1.041732699,0.706666667,低级别
‘00056884,2336,177,9,0.556461685,0.591780178,低级别
‘00056885,2343,21,10,0.506775539,0.547520848,低级别
‘00056886,2914,22,17,0.70017589,0.790882154,低级别
‘00056887,2228,1,13,0.72410342,0.761824854,低级别
‘00056889,2324,103,16,0.581518476,0.559713444,低级别
‘00056892,1462,44,4,0.521435897,0.502451282,低级别
‘00056893,2350,47,25,0.532749442,0.669720076,低级别
‘00056894,2346,49,4,0.287013972,0.652380862,低级别
‘00056895,2349,195,14,0.727474233,0.751635265,低级别
‘00056896,2305,19,3,0.513077594,0.472794246,低级别
‘00056897,2339,33,20,0.680803497,0.741423805,高级别
‘00056898,2317,3,33,0.499983212,0.57075899,低级别
‘00056899,2323,8,46,0.857467646,0.848801529,中等级别
‘00056901,2215,42,26,0.577431084,0.634705535,低级别
‘00056902,2275,17,2,0.581954887,0.605,低级别
‘00056903,2212,8,38,0.795069933,0.83486696,中等级别
‘00056904,2329,237,2,0.748854644,0.747055394,低级别
‘00056905,2168,95,4,1.436022253,1.443379694,低级别
‘00056906,2171,161,2,0.367887508,0.85,低级别
‘00056907,2324,104,3,0.428955023,0.726113224,低级别
‘00056909,2314,121,6,0.451340433,0.47625964,低级别
‘00056910,2305,48,6,0.610998898,0.696065002,低级别
‘00056911,2297,34,4,2.288135593,0.7975,低级别
‘00056912,2235,24,6,0.567726037,0.645627974,低级别
‘00056913,2326,32,21,0.652436855,0.659730345,低级别
‘00056914,2211,1,2,0.636050517,0.58,低级别
‘00056915,2325,121,14,0.548439797,0.724639765,低级别
‘00056919,2331,106,7,0.690074982,0.762449407,低级别
‘00056920,2288,49,20,0.759275586,0.831863199,低级别
‘00056922,2308,40,5,0.942013518,0.930483814,低级别
‘00056925,2322,28,8,0.527733616,0.632195725,低级别
‘00056926,2324,108,17,0.716833796,0.747144869,低级别
‘00056928,2301,12,55,0.588847925,0.657085407,低级别
‘00056929,2313,60,24,0.41682797,0.769320106,中等级别
‘00056930,2328,241,5,0.473346067,0.618053482,低级别
‘00056932,2307,121,12,0.610328638,0.777219254,低级别
‘00056933,2318,107,6,0.750117294,0.840548935,低级别
‘00056935,2259,11,4,0.750032229,0.877322418,低级别
‘00056937,2207,267,2,0.607469512,0.703704268,低级别
‘00056941,2253,77,3,1.438583078,1.47,低级别
‘00056947,2308,151,22,0.928539651,0.970372595,低级别
‘00056948,2298,103,3,0.532619279,0.61134372,低级别
‘00056951,2156,156,10,0.388880552,0.533347839,低级别
‘00056952,2303,162,9,0.832762836,0.8859674,低级别
‘00056955,2263,74,14,0.743652257,0.910298507,低级别
‘00056956,2325,39,6,0.643728301,0.747882133,低级别
‘00056957,2324,59,7,0.576974138,0.680900112,低级别
‘00056958,2325,25,14,0.456036392,0.574569941,低级别
‘00056959,2327,172,5,0.669293961,0.727747558,低级别
‘00056961,2322,94,8,0.445266611,0.689848196,低级别
‘00056962,2375,34,8,0.624774849,0.658198788,低级别
‘00056965,2221,276,5,0.68511822,0.762529903,低级别
‘00056967,2313,15,24,0.945490882,0.822544092,低级别
‘00056968,2289,8,2,0.4262139,0.45588702,低级别
‘00056970,2277,79,24,0.611780425,0.750432085,低级别
‘00056973,2277,180,14,0.643438257,0.758710896,低级别
‘00056974,2311,48,9,0.658768657,0.72569403,低级别
‘00056976,2311,30,31,0.718564344,0.742389895,低级别
‘00056978,2272,3,18,0.729757232,0.772467413,低级别
‘00056982,2258,36,11,0.582774595,0.677274168,低级别
‘00056987,2206,214,4,0.75238942,0.893500778,低级别
‘00056988,2212,3,12,0.695853355,0.633247909,低级别
‘00056989,2282,12,6,0.609946609,0.65549733,低级别
‘00056990,2202,41,13,1.12520955,1.082435401,低级别
‘00056991,2216,43,4,0.691306174,0.711041579,低级别
‘00056992,2218,1,30,0.665854385,0.683242899,低级别
‘00056994,2168,101,8,1.051279967,1.219820398,低级别
‘00056995,2316,30,12,0.658686441,0.694034605,低级别
‘00056997,2196,101,12,0.437212979,0.62724648,低级别
‘00056999,2220,86,6,0.634814364,0.602769324,低级别
‘00057000,2166,124,16,0.450119887,0.586743079,低级别
‘00057005,2212,34,51,0.568726731,0.718881879,中等级别
‘00057006,2250,43,7,0.676885645,0.670424574,低级别
‘00057009,2305,7,78,0.75093633,0.745939544,中等级别
‘00057010,1918,65,9,0.783411724,0.902380406,低级别
‘00057011,1937,57,13,0.664100798,0.753859336,高级别
‘00057015,2257,9,16,0.590251251,0.666956475,中等级别
‘00057016,2171,11,26,0.628736741,0.710176892,低级别
‘00057017,2188,23,52,0.741095978,0.681724748,中等级别
‘00057023,2230,93,29,0.572819914,0.620676185,低级别
‘00057025,2255,20,36,0.709819419,0.816660666,低级别
‘00057026,1970,13,40,0.645059656,0.761523509,低级别
‘00057027,2270,1,7,0.74059926,0.774153038,低级别
‘00057031,2198,226,2,0.606908364,0.670973451,低级别
‘00057034,2193,12,10,0.798003802,0.800634981,低级别
‘00057037,2979,7,7,0.38963388,0.493712343,低级别
‘00057038,2280,20,5,0.598772321,0.633232887,低级别
‘00057040,2258,74,12,0.605127516,0.68790731,低级别
‘00057042,2255,161,6,0.479125781,0.546149866,低级别
‘00057046,2213,1,29,0.714535015,0.63339338,低级别
‘00057047,2265,99,25,0.137613226,0.758506999,低级别
‘00057048,2176,6,6,1.055506295,1.437866643,低级别
‘00057049,2213,10,6,0.577209676,0.624614238,低级别
‘00057051,2187,130,23,0.767491194,0.855617595,低级别
‘00057052,2249,29,2,0.618441971,0.731475888,低级别
‘00057055,2238,57,2,0.544939271,0.58,低级别
‘00057056,2276,1,10,0.688169091,0.738763382,低级别
‘00057057,2258,42,35,0.575897321,0.618429612,高级别
‘00057059,2288,27,16,0.769022695,0.906875,低级别
‘00057060,2154,6,2,0.974430239,0.943952196,中等级别
‘00057065,2236,136,6,0.232210261,0.600989794,低级别
‘00057066,2241,61,6,0.747262774,0.585,低级别
‘00057067,2226,6,19,0.663426488,0.678473516,低级别
‘00057068,2216,17,3,0.769662921,0.846123596,低级别
‘00057069,2244,26,9,0.876557864,0.794373887,低级别
‘00057070,2260,78,5,0.39682394,0.627927299,低级别
‘00057071,2276,18,73,0.667435631,0.667315673,中等级别
‘00057072,2278,139,12,0.474056975,0.616951367,低级别
‘00057079,2271,60,20,0.65613311,0.762049787,低级别
‘00057081,2216,32,10,0.477418823,0.677486402,低级别
‘00057082,2216,15,52,0.581112467,0.666775184,低级别
‘00057085,2237,11,9,0.478398076,0.619499587,低级别
‘00057087,2199,190,20,0.752343084,0.797448168,低级别
‘00057088,2228,46,15,0.580741324,0.604759548,低级别
‘00057089,2186,11,7,0.666977091,0.782434345,低级别
‘00057090,2214,9,9,0.547302229,0.627292123,低级别
‘00057091,2195,33,22,0.575982294,0.661890887,低级别
‘00057093,2211,82,11,0.76383803,0.839605689,低级别
‘00057094,2099,44,2,1.284832451,1.41,中等级别
‘00057095,2236,8,30,0.858457998,0.874351415,低级别
‘00057097,2214,15,13,0.703771037,0.777478184,低级别
‘00057100,2055,298,4,1.970260223,0.810285006,低级别
‘00057102,2244,65,7,0.436004045,0.716892909,低级别
‘00057106,2218,2,49,0.574604875,0.70683061,中等级别
‘00057108,2212,18,21,0.863317288,0.782631368,低级别
‘00057111,2244,31,39,0.576600906,0.718047177,低级别
‘00057114,2234,44,7,0.524434856,0.598504831,低级别
‘00057117,2244,38,17,0.648113893,0.727190989,低级别
‘00057118,1714,14,5,0.646753534,0.739741608,低级别
‘00057121,2218,55,16,0.509976499,0.736171605,低级别
‘00057123,2201,18,8,0.665455241,0.762231255,低级别
‘00057125,2208,190,3,0.498621899,0.547246304,低级别
‘00057126,2204,130,8,0.729344422,0.906497462,低级别
‘00057127,1685,144,3,0.864246928,1.018782509,低级别
‘00057128,2147,127,4,1.356108429,1.469103231,高级别
‘00057129,2164,161,12,0.34516868,0.717469804,低级别
‘00057130,2146,5,2,0.920250896,0.964466846,低级别
‘00057131,2174,45,14,0.649233078,0.725791078,低级别
‘00057132,2155,129,7,0.309130041,0.763536475,低级别
‘00057136,2170,64,8,0.697744756,0.809840884,低级别
‘00057137,2202,2,6,0.464974535,0.652165818,低级别
‘00057140,2179,98,14,0.743825695,0.721502019,低级别
‘00057141,2140,56,9,0.760235352,0.817108768,低级别
‘00057142,2171,7,13,0.658073436,0.805125849,低级别
‘00057143,2172,101,9,0.675518286,0.678778244,低级别
‘00057144,2182,136,16,0.689205492,0.828905038,低级别
‘00057148,2207,4,25,0.747588472,0.772332985,低级别
‘00057149,1796,11,10,0.844960557,0.948390992,低级别
‘00057150,2201,2,23,0.431929891,0.624950116,低级别
‘00057152,2186,143,18,0.876048902,0.935530658,低级别
‘00057156,2203,14,29,0.631412011,0.753253724,低级别
‘00057157,2176,55,8,0.837830268,0.976420502,低级别
‘00057161,2210,25,3,0.612503297,0.616059087,低级别
‘00057162,2172,118,9,0.56103342,0.866672197,低级别
‘00057163,2168,128,12,0.41317689,0.637864771,低级别
‘00057164,1845,23,26,0.574244288,0.747072302,低级别
‘00057165,2200,232,6,0.800879533,0.915745801,低级别
‘00057166,2169,48,19,0.659867942,0.7697675,低级别
‘00057167,2182,66,9,0.531803349,0.631111111,低级别
‘00057169,2193,97,5,1.406790945,1.443954727,低级别
‘00057171,2166,115,3,0.690645586,0.739256917,低级别
‘00057174,2181,75,4,0.418079096,0.845649718,低级别
‘00057175,2154,159,5,0.653409091,0.643504399,低级别
‘00057176,2005,116,4,0.749834983,0.838105611,低级别
‘00057177,2165,13,20,0.640080117,0.679606209,低级别
‘00057180,2173,44,14,0.477072154,0.66660118,低级别
‘00057182,2122,50,5,0.668982822,0.635354179,低级别
‘00057184,2187,181,6,0.663125816,0.699881585,低级别
‘00057185,2175,3,68,0.773178963,0.885546077,中等级别
‘00057187,2166,26,35,1.051526916,1.386811155,中等级别
‘00057188,2450,4,88,0.755677715,0.922312153,高级别
‘00057189,2182,82,11,0.61981733,0.660512559,低级别
‘00057191,2179,64,31,0.614196424,0.656041037,低级别
‘00057193,2157,13,43,0.840467861,0.874009133,中等级别
‘00057195,1890,120,11,0.767723973,0.692432137,低级别
‘00057197,2077,74,32,0.108999482,0.6134042,低级别
‘00057198,1116,44,10,0.348036254,0.694951793,低级别
‘00057199,2150,184,3,0.819215255,0.689182252,低级别
‘00057200,2140,21,31,0.842603507,0.817471269,低级别
‘00057201,2073,21,87,0.893098347,0.784875699,中等级别
‘00057202,2127,57,4,0.735203453,0.67,低级别
‘00057203,2189,21,14,0.6253663,0.672599817,低级别
‘00057204,2183,19,13,0.249467976,0.623494199,低级别
‘00057207,2025,30,11,0.855391433,0.993145249,低级别
‘00057209,2174,174,7,0.808527132,0.863192248,低级别
‘00057211,2188,22,55,0.481287527,0.630205895,高级别
‘00057214,1959,170,4,0.34613943,0.839111694,低级别
‘00057215,2153,85,2,0.474974807,0.522492442,低级别
‘00057216,2151,72,18,0.449161952,0.661224026,低级别
‘00057217,2072,15,4,0.616365132,0.608898026,低级别
‘00057218,1999,197,3,0.625988971,0.699340686,低级别
‘00057220,2149,210,8,0.678279804,0.642034839,低级别
‘00057221,2066,124,7,0.561299852,0.644588115,低级别
‘00057224,1981,34,5,0.68682259,0.804777524,高级别
‘00057225,1658,204,8,0.647989519,0.726463771,低级别
‘00057226,2142,1,11,0.560980058,0.622523711,低级别
‘00057227,2153,34,4,0.575178998,0.617997396,低级别
‘00057228,2153,142,8,0.653104749,0.7359183,低级别
‘00057229,1979,47,8,0.638744991,0.687430359,低级别
‘00057233,1911,12,9,0.577606872,0.754827207,低级别
‘00057237,2133,190,6,1.205316224,1.369048274,中等级别
‘00057238,772,137,11,0.72242351,0.756918277,低级别
‘00057239,1740,94,16,0.554139339,0.562469991,低级别
‘00057242,2179,73,8,0.566090493,0.655,低级别
‘00057243,1272,213,3,0.754422119,0.8,低级别
‘00057244,2101,193,2,0.642663043,0.487126359,低级别
‘00057245,2169,152,7,0.606426618,0.506317229,低级别
‘00057247,2072,60,26,0.323438412,0.666537653,低级别
‘00057248,2156,201,9,0.425653739,0.565710407,低级别
‘00057249,2138,106,25,0.810394021,0.766727932,中等级别
‘00057250,2131,78,4,0.525810873,0.573018121,低级别
‘00057252,2172,224,5,0.600436205,0.72036096,低级别
‘00057253,2171,72,2,0.515021459,0.593636774,低级别
‘00057255,2097,125,2,0.62567325,0.605475763,低级别
‘00057258,2151,32,7,0.632435817,0.764647464,低级别
‘00057261,2148,63,18,0.565092438,0.594446017,低级别
‘00057262,2077,59,51,1.578952422,0.949529982,低级别
‘00057263,2156,69,14,0.75338608,0.821499262,低级别
‘00057264,2118,9,36,0.605786051,0.739042386,中等级别
‘00057266,1163,1,6,0.736725943,0.753333333,低级别
‘00057267,2089,69,8,0.539260385,0.589635258,低级别
‘00057270,1328,26,49,1.016885122,0.748831953,中等级别
‘00057273,1520,146,11,0.821518022,0.754166394,低级别
‘00057274,1416,139,18,0.92573648,0.804562569,低级别
‘00057275,1982,5,4,0.8015553,0.905213134,低级别
‘00057276,1990,86,29,0.800095412,0.788664747,低级别
‘00057283,1103,106,3,0.639984532,0.913132251,低级别
‘00057284,2147,8,21,0.744756336,0.846520875,低级别
‘00057285,1833,43,4,0.67406468,0.699156627,低级别
‘00057287,2018,13,20,0.492719512,0.796823314,低级别
‘00057293,2133,55,5,0.719219219,0.840678679,低级别
‘00057296,1310,258,5,0.528052805,0.636282275,低级别
‘00057298,1589,37,3,0.55363841,0.730205051,低级别
‘00057299,2147,117,8,1.092581075,1.210149267,低级别
‘00057300,2158,92,13,0.712766505,0.705712741,低级别
‘00057302,1714,123,3,0.551882461,0.561763085,低级别
‘00057304,1709,27,22,0.456621158,0.526352815,低级别
‘00057305,1586,4,20,0.658210039,0.733405192,低级别
‘00057310,1857,20,9,0.645357924,0.701925602,低级别
‘00057311,1589,4,25,0.648522632,0.645006811,中等级别
‘00057313,2146,21,2,0.49694967,0.575,低级别
‘00057314,2141,56,10,0.545792564,0.845449119,低级别
‘00057315,2120,40,2,0.894927536,0.895,中等级别
‘00057318,2137,6,12,0.666581698,0.737718583,低级别
‘00057319,2161,17,39,0.495389639,0.556734577,低级别
‘00057320,2233,4,21,0.676841258,0.702751162,中等级别
‘00057322,2276,8,16,0.552412716,0.839081353,低级别
‘00057324,2159,68,20,0.433644203,0.736080306,低级别
‘00057325,2147,13,10,0.275400904,0.78904526,低级别
‘00057327,2133,120,7,0.626234253,0.696711781,低级别
‘00057328,2107,138,10,0.729467065,0.79423998,低级别
‘00057329,2127,6,42,1.289696936,1.318284869,高级别
‘00057330,1443,25,5,1.092751364,0.770366329,低级别
‘00057331,773,67,7,0.635642517,0.671612903,低级别
‘00057332,2148,90,6,0.239808153,0.723333333,低级别
‘00057338,2045,60,3,0.217497052,0.582385024,低级别
‘00057343,670,267,5,0.357748995,0.568401072,低级别
‘00057344,1253,153,4,0.669588415,0.694314024,低级别
‘00057345,2408,4,16,0.73773403,0.809524075,中等级别
‘00057346,2140,33,2,0.613685578,0.626344738,低级别
‘00057347,1078,17,4,0.766539253,0.676312849,低级别
‘00057349,1291,94,7,0.964923528,0.779345178,低级别
‘00057350,2058,68,6,0.501920307,0.525240038,低级别
‘00057351,2027,11,38,0.550808178,0.673843258,低级别
‘00057352,2129,12,16,0.706647693,0.725220573,低级别
‘00057353,2142,81,18,0.683173527,0.638069457,低级别
‘00057357,2141,17,33,0.719852831,0.752880813,低级别
‘00057358,2148,9,55,0.612556995,0.711070945,中等级别
‘00057359,2826,10,40,0.929129812,0.858906302,低级别
‘00057362,1956,158,5,0.509806974,0.712320984,低级别
‘00057363,1996,75,2,1.003597122,0.9,低级别
‘00057365,1846,4,34,0.777319779,0.846403446,低级别
‘00057366,2095,68,5,0.388203864,0.485240444,低级别
‘00057367,2037,108,19,0.505200701,0.615058083,低级别
‘00057369,2111,8,4,1.081241185,1.200338505,低级别
‘00057370,2118,32,20,1.330422443,0.843554197,低级别
‘00057371,2232,34,24,0.352169785,0.652305027,低级别
‘00057372,2097,6,26,0.660688506,0.547885619,低级别
‘00057374,2111,8,18,0.552200015,0.723516729,低级别
‘00057377,2112,8,57,1.267073718,1.42497258,高级别
‘00057380,2077,3,17,0.637988657,0.765361049,低级别
‘00057381,2112,17,23,0.462821173,0.691622681,低级别
‘00057383,2123,3,4,0.568073722,0.625905172,低级别
‘00057384,1508,74,3,0.592424242,0.858390152,低级别
‘00057385,1511,11,20,0.995226143,0.828465968,低级别
‘00057386,1507,247,4,0.885416667,0.829854167,低级别
‘00057387,2118,76,8,0.857403783,0.86285062,低级别
‘00057390,2069,9,17,0.516215271,0.747475015,低级别
‘00057393,2090,96,14,0.553055406,0.772368806,低级别
‘00057395,2091,33,19,0.694691261,0.707135868,低级别
‘00057399,2112,4,15,0.663397595,0.741807841,低级别
‘00057400,2115,12,4,0.550798974,0.561544683,低级别
‘00057401,2102,26,12,0.538991121,0.569895123,低级别
‘00057406,2081,38,16,1.275039963,1.30984654,中等级别
‘00057409,2111,83,10,0.79217529,0.917618877,低级别
‘00057411,2119,17,73,0.898344878,0.716275491,中等级别
‘00057412,2035,72,8,0.653340018,0.918543677,低级别
‘00057416,2112,36,29,0.535139373,0.628020163,低级别
‘00057419,1698,33,41,0.603031739,0.663195484,低级别
‘00057420,2100,10,47,0.678605761,0.716850322,中等级别
‘00057421,2086,11,52,0.423299698,1.346142581,中等级别
‘00057423,2090,47,8,0.559049432,0.654479091,低级别
‘00057426,2086,44,6,0.316002148,0.645842211,低级别
‘00057429,2103,11,13,0.820535371,0.893006101,低级别
‘00057430,1595,81,11,0.764050217,0.867471548,低级别
‘00057431,2098,11,29,0.602107542,0.674156541,低级别
‘00057436,2057,109,5,0.586776145,0.640169404,低级别
‘00057437,2100,8,12,0.516777563,0.854284897,低级别
‘00057440,2051,7,44,0.599633494,0.643599467,中等级别
‘00057442,2069,122,4,0.534831916,0.540411098,低级别
‘00057444,2068,21,2,0.627630602,0.673498391,低级别
‘00057445,1715,121,10,0.81881787,0.830668319,低级别
‘00057448,672,32,19,0.70191955,0.755426091,低级别
‘00057449,2009,127,9,0.515705791,0.556309462,低级别
‘00057450,1988,4,50,0.291080086,0.835194864,中等级别
‘00057451,2049,75,8,0.432046332,0.484360618,低级别
‘00057454,2075,3,3,0.67412303,0.78,低级别
‘00057455,2063,13,42,0.602554757,0.643954841,低级别
‘00057456,2001,13,39,0.89587156,0.81272974,中等级别
‘00057458,1375,64,7,0.370645398,0.393460763,低级别
‘00057459,1372,4,32,0.644831239,0.723249555,低级别
‘00057460,1272,156,3,0.65703497,0.739481202,低级别
‘00057462,2081,304,2,0.42195572,0.495,低级别
‘00057463,1190,144,8,0.753391473,0.616463178,低级别
‘00057464,1499,25,16,0.34500541,0.542441007,中等级别
‘00057465,1782,33,63,0.618811613,0.597284828,中等级别
‘00057466,2063,139,5,0.698335467,0.948696543,低级别
‘00057469,1486,21,13,0.480856587,0.531693242,低级别
‘00057471,2084,93,5,0.605350235,0.87062031,低级别
‘00057472,2012,12,22,0.885125428,0.950888496,中等级别
‘00057474,2065,187,7,0.977963318,1.196242814,低级别
‘00057476,2065,102,2,0.718647406,0.747931714,低级别
‘00057479,1848,100,8,0.45969741,0.498994786,低级别
‘00057482,2077,4,10,0.450611338,0.476841793,低级别
‘00057485,1271,109,9,0.529250701,0.623547482,低级别
‘00057488,2080,131,2,0.466351401,0.501229538,低级别
‘00057489,2081,32,10,0.51460152,0.619287823,低级别
‘00057494,2048,12,52,0.666991484,0.714735556,中等级别
‘00057495,2057,214,7,0.751483792,0.642231015,低级别
‘00057496,2058,66,13,0.881259394,0.922555969,低级别
‘00057500,2078,45,5,0.542879778,0.521762725,低级别
‘00057501,2093,3,3,0.383155397,0.443333333,低级别
‘00057502,2066,13,9,0.613919715,0.597322921,低级别
‘00057505,1952,38,47,0.604470448,0.709719397,中等级别
‘00057506,1957,8,2,0.63628266,0.732176366,低级别
‘00057507,1558,19,45,0.450454283,0.696498655,高级别
‘00057509,1993,13,4,0.576445165,0.642753467,低级别
‘00057511,1933,97,3,0.808008486,0.844908512,低级别
‘00057512,1213,84,3,0.414782952,0.726589562,低级别
‘00057513,1959,46,26,0.759433962,0.837634079,低级别
‘00057514,1871,65,56,0.769288148,0.723381046,低级别
‘00057518,1988,40,16,0.674667874,0.600625,低级别
‘00057520,1059,59,7,0.708141825,0.714718757,低级别
‘00057521,1929,4,2,0.659318637,1.41,低级别
‘00057522,1992,45,21,0.540106527,0.701925166,低级别
‘00057523,1499,137,4,0.198250491,0.635,低级别
‘00057525,1909,16,9,0.614459459,0.554881081,低级别
‘00057526,1278,37,12,0.4312614,0.618882559,低级别
‘00057527,2051,4,20,0.750883046,0.80860675,低级别
‘00057528,2036,2,5,0.445780236,0.517215677,低级别
‘00057529,2042,70,15,0.601200659,0.835210738,低级别
‘00057530,2042,97,4,0.603350026,0.682498705,低级别
‘00057531,2042,87,4,0.404295842,0.713170035,低级别
‘00057532,2045,6,13,0.616609243,0.680249495,低级别
‘00057533,1950,105,11,0.642042864,0.5955513,低级别
‘00057534,1546,7,54,1.001406706,1.022643557,中等级别
‘00057535,1547,85,16,0.419090591,0.594896618,低级别
‘00057536,1541,3,31,0.782270165,1.033152399,中等级别
‘00057537,1537,39,9,0.854232172,0.79876242,低级别
‘00057538,1526,56,18,0.884690903,0.869922056,低级别
‘00057539,2057,34,14,0.797145351,0.866617549,低级别
‘00057540,2055,106,2,0.834283388,0.941123779,低级别
‘00057544,1839,6,6,0.613762834,0.561047888,低级别
‘00057545,1678,11,20,0.767685431,0.838214304,低级别
‘00057546,1730,160,7,0.348619117,0.454439473,低级别
‘00057547,1961,20,16,0.450118516,0.483453709,低级别
‘00057548,2000,163,5,0.898688915,0.980126,低级别
‘00057551,1041,21,7,0.535507628,0.541663598,低级别
‘00057554,1826,14,13,0.651997387,0.751563375,低级别
‘00057556,767,26,5,0.326844015,0.34,低级别
‘00057557,1678,124,3,0.92444057,0.967230456,低级别
‘00057558,2036,192,5,0.64740885,0.753294385,低级别
‘00057559,2038,3,89,0.810760406,0.82264602,高级别
‘00057560,1699,4,25,0.683971305,0.714961119,低级别
‘00057561,2046,42,12,0.752837327,0.902884858,低级别
‘00057562,2057,137,12,1.444320506,1.404430191,低级别
‘00057563,2249,47,8,0.644551753,0.717812303,低级别
‘00057566,1475,166,10,0.694050555,0.762100288,低级别
‘00057570,2042,142,4,0.343773083,0.365342,低级别
‘00057573,2060,13,3,0.829245576,0.773846631,低级别
‘00057574,1441,76,28,0.514550265,0.715332384,低级别
‘00057575,1441,1,26,0.566560373,0.750165152,低级别
‘00057576,1455,49,5,0.908802309,0.886507937,低级别
‘00057577,1523,43,13,0.507215472,0.591627077,低级别
‘00057578,2046,77,4,0.277697146,0.639845186,低级别
‘00057579,2049,109,9,0.629441624,0.717981588,低级别
‘00057582,2019,2,93,0.646094675,0.693748774,高级别
‘00057583,719,116,15,0.653595809,0.768920993,低级别
‘00057586,2042,169,8,0.613747954,0.752658315,低级别
‘00057587,1042,42,4,0.874323063,0.960386555,低级别
‘00057588,2034,13,15,0.600398274,0.969165837,低级别
‘00057589,2047,169,6,0.666619075,0.680672473,低级别
‘00057592,1983,6,12,0.754380897,0.749932602,低级别
‘00057594,1394,37,28,1.519989329,1.414027211,中等级别
‘00057595,2027,178,8,0.333726554,0.64535095,低级别
‘00057596,2043,113,11,1.278419797,1.396258008,中等级别
‘00057597,2043,37,11,0.63101711,0.696303686,低级别
‘00057600,1993,65,15,0.535071015,0.734036737,低级别
‘00057601,1099,24,42,0.696675342,0.887377112,中等级别
‘00057603,1243,24,33,0.673412326,0.751261444,中等级别
‘00057606,2047,108,4,0.444922892,0.65886441,低级别
‘00057607,2034,18,64,0.695372152,0.73549656,中等级别
‘00057609,2042,124,3,0.878668419,0.661020587,低级别
‘00057614,2019,7,2,0.700256191,0.782587532,低级别
‘00057616,1972,140,14,0.725032162,0.773466721,低级别
‘00057619,2050,72,2,0.775156476,0.92,低级别
‘00057620,1651,3,51,0.759952583,0.801420281,中等级别
‘00057622,1083,34,17,2.90246432,1.226505277,高级别
‘00057625,1983,120,5,0.367894887,0.741769494,低级别
‘00057627,1905,96,11,0.587956096,0.605289232,低级别
‘00057629,1272,43,7,0.369219509,0.600362632,低级别
‘00057631,1273,230,7,0.596289259,0.722671286,低级别
‘00057632,1278,32,11,0.499957261,0.587454483,低级别
‘00057633,2028,18,29,0.723347924,0.766206897,低级别
‘00057634,1337,7,19,0.598618573,0.641844973,低级别
‘00057635,1290,289,2,0.829877725,0.822594365,低级别
‘00057636,1365,185,10,0.832846715,0.652,低级别
‘00057639,1964,24,2,0.58224727,0.65635435,低级别
‘00057640,1970,10,19,0.509590736,0.507936003,低级别
